"GeographyCode","QS302EW0001","QS302EW0002","QS302EW0003","QS302EW0004","QS302EW0005","QS302EW0006"
"E01006512",1880,1056,627,129,42,26
"E01006513",2941,1775,943,168,46,9
"E01006514",2108,1041,697,238,102,30
"E01006515",1208,484,360,208,130,26
"E01006518",1696,623,446,322,217,88
"E01006519",1286,718,387,128,40,13
"E01006520",1706,829,507,237,108,25
"E01006521",1660,769,501,258,105,27
"E01006522",1731,883,502,209,105,32
"E01006523",1508,716,450,207,105,30
"E01006524",2431,1344,686,238,135,28
"E01006525",1209,630,373,151,44,11
"E01006526",1404,644,417,196,118,29
"E01006527",1454,690,465,203,74,22
"E01006528",1461,778,447,152,62,22
"E01006529",1304,729,379,127,57,12
"E01006530",1431,697,433,220,66,15
"E01006531",1458,611,471,247,108,21
"E01006532",1557,848,470,177,47,15
"E01006533",1408,621,425,222,109,31
"E01006534",1542,779,413,221,105,24
"E01006535",1639,763,423,271,136,46
"E01006536",1848,809,534,309,145,51
"E01006537",2257,1131,739,247,104,36
"E01006538",1318,671,380,172,76,19
"E01006539",1437,745,460,166,46,20
"E01006540",1509,613,481,237,136,42
"E01006541",1593,630,546,243,136,38
"E01006542",1397,579,443,251,92,32
"E01006543",1247,593,411,165,57,21
"E01006544",1658,674,524,267,143,50
"E01006545",1512,686,533,190,77,26
"E01006546",1319,619,417,188,77,18
"E01006547",1490,628,472,255,98,37
"E01006548",1675,688,555,262,128,42
"E01006549",1662,807,514,196,112,33
"E01006550",1595,970,483,97,36,9
"E01006551",1581,651,445,299,138,48
"E01006552",2029,983,686,252,78,30
"E01006553",1880,1144,528,151,47,10
"E01006554",1692,968,512,151,44,17
"E01006556",2011,863,638,287,157,66
"E01006557",2054,1287,571,132,47,17
"E01006558",1357,476,438,273,138,32
"E01006560",1860,612,524,406,244,74
"E01006562",1514,534,516,286,142,36
"E01006563",1744,577,511,369,231,56
"E01006564",1721,655,519,312,183,52
"E01006565",1549,619,500,264,118,48
"E01006566",1506,734,433,221,93,25
"E01006567",1655,653,489,290,170,53
"E01006568",1617,758,488,195,78,98
"E01006569",1429,553,429,231,136,80
"E01006570",1479,749,439,191,70,30
"E01006571",1470,588,471,249,129,33
"E01006572",1207,536,346,187,104,34
"E01006573",1501,592,476,281,118,34
"E01006574",1388,575,402,256,120,35
"E01006575",1294,560,386,218,89,41
"E01006576",1693,853,518,225,77,20
"E01006577",1503,760,473,200,58,12
"E01006578",1380,762,392,156,51,19
"E01006579",1643,865,517,184,57,20
"E01006580",1335,751,396,131,45,12
"E01006581",1559,828,490,180,51,10
"E01006582",1642,933,505,151,48,5
"E01006583",1758,988,564,164,30,12
"E01006584",1393,681,437,178,78,19
"E01006585",1354,497,419,253,141,44
"E01006586",1899,878,559,303,124,35
"E01006587",1624,817,473,215,90,29
"E01006588",1569,747,492,233,71,26
"E01006589",1518,834,433,173,66,12
"E01006590",1642,876,515,166,69,16
"E01006591",1633,955,464,145,52,17
"E01006592",1565,861,474,179,45,6
"E01006593",1541,903,441,135,50,12
"E01006594",1410,785,430,148,35,12
"E01006595",1745,859,565,215,69,37
"E01006596",1451,742,454,186,51,18
"E01006597",1667,899,503,187,58,20
"E01006598",1361,562,349,266,137,47
"E01006599",1121,507,355,180,63,16
"E01006600",1407,602,370,246,148,41
"E01006603",1410,582,390,274,129,35
"E01006604",1367,563,403,239,125,37
"E01006605",1531,637,429,273,147,45
"E01006606",1521,681,455,232,110,43
"E01006607",1531,649,438,275,132,37
"E01006608",1215,538,356,216,78,27
"E01006609",1283,543,415,200,98,27
"E01006610",1397,567,432,245,119,34
"E01006611",1291,510,404,238,110,29
"E01006612",1495,587,430,281,143,54
"E01006613",1360,499,417,250,146,48
"E01006614",1322,512,455,229,106,20
"E01006615",1302,531,435,193,110,33
"E01006616",1428,571,481,241,103,32
"E01006617",1421,689,461,178,83,10
"E01006618",1639,663,502,302,134,38
"E01006619",1599,768,544,194,73,20
"E01006620",1417,674,416,237,69,21
"E01006621",1468,774,442,167,67,18
"E01006622",1519,831,439,172,61,16
"E01006623",1462,758,464,168,61,11
"E01006624",1556,644,503,227,136,46
"E01006625",1416,666,429,209,84,28
"E01006626",1448,669,461,197,92,29
"E01006627",1378,684,404,194,73,23
"E01006628",1874,995,587,213,64,15
"E01006629",1255,577,370,196,79,33
"E01006630",1338,553,395,185,163,42
"E01006632",1842,837,487,302,161,55
"E01006633",1432,531,388,285,173,55
"E01006637",1596,744,488,211,117,36
"E01006638",1219,523,368,195,106,27
"E01006639",1509,729,471,198,84,27
"E01006640",1880,934,596,211,99,40
"E01006641",1740,941,517,194,67,21
"E01006642",1290,508,390,218,128,46
"E01006643",1822,850,546,232,152,42
