"GeographyCode","KS604EW0001","KS604EW0002","KS604EW0003","KS604EW0004","KS604EW0005","KS604EW0006","KS604EW0007","KS604EW0008","KS604EW0009","KS604EW0010","KS604EW0011","KS604EW0012","KS604EW0013","KS604EW0014","KS604EW0015","KS604EW0016","KS604EW0017","KS604EW0018","KS604EW0019","KS604EW0020","KS604EW0021","KS604EW0022","KS604EW0023","KS604EW0024","KS604EW0025","KS604EW0026","KS604EW0027","KS604EW0028","KS604EW0029"
"E00032987",99,12,21,60,6,42,5,4,30,3,57,7,17,30,3,12.1212121212121,21.2121212121212,60.6060606060606,6.06060606060606,42.4242424242424,5.05050505050505,4.04040404040404,30.3030303030303,3.03030303030303,57.5757575757576,7.07070707070707,17.1717171717172,30.3030303030303,3.03030303030303
"E00032988",158,23,31,85,19,83,6,15,48,14,75,17,16,37,5,14.5569620253165,19.620253164557,53.7974683544304,12.0253164556962,52.5316455696203,3.79746835443038,9.49367088607595,30.379746835443,8.86075949367089,47.4683544303797,10.7594936708861,10.126582278481,23.4177215189873,3.16455696202532
"E00032989",154,23,34,77,20,90,10,17,49,14,64,13,17,28,6,14.9350649350649,22.0779220779221,50,12.987012987013,58.4415584415584,6.49350649350649,11.038961038961,31.8181818181818,9.09090909090909,41.5584415584416,8.44155844155844,11.038961038961,18.1818181818182,3.8961038961039
"E00032990",160,25,22,90,23,91,21,7,47,16,69,4,15,43,7,15.625,13.75,56.25,14.375,56.875,13.125,4.375,29.375,10,43.125,2.5,9.375,26.875,4.375
"E00032991",167,26,25,100,16,86,16,6,55,9,81,10,19,45,7,15.5688622754491,14.9700598802395,59.8802395209581,9.58083832335329,51.497005988024,9.58083832335329,3.59281437125748,32.9341317365269,5.38922155688623,48.502994011976,5.98802395209581,11.377245508982,26.9461077844311,4.19161676646707
"E00032992",92,11,24,51,6,59,6,15,33,5,33,5,9,18,1,11.9565217391304,26.0869565217391,55.4347826086957,6.52173913043478,64.1304347826087,6.52173913043478,16.304347826087,35.8695652173913,5.43478260869565,35.8695652173913,5.43478260869565,9.78260869565217,19.5652173913043,1.08695652173913
"E00032993",149,15,30,86,18,81,10,8,48,15,68,5,22,38,3,10.0671140939597,20.1342281879195,57.7181208053691,12.0805369127517,54.3624161073826,6.71140939597315,5.36912751677852,32.2147651006711,10.0671140939597,45.6375838926174,3.35570469798658,14.7651006711409,25.503355704698,2.01342281879195
"E00032994",30,4,6,17,3,16,0,0,13,3,14,4,6,4,0,13.3333333333333,20,56.6666666666667,10,53.3333333333333,0,0,43.3333333333333,10,46.6666666666667,13.3333333333333,20,13.3333333333333,0
"E00032995",76,6,19,47,4,31,3,2,23,3,45,3,17,24,1,7.89473684210526,25,61.8421052631579,5.26315789473684,40.7894736842105,3.94736842105263,2.63157894736842,30.2631578947368,3.94736842105263,59.2105263157895,3.94736842105263,22.3684210526316,31.5789473684211,1.31578947368421
"E00032996",111,6,30,71,4,54,3,3,44,4,57,3,27,27,0,5.40540540540541,27.027027027027,63.963963963964,3.6036036036036,48.6486486486487,2.7027027027027,2.7027027027027,39.6396396396396,3.6036036036036,51.3513513513513,2.7027027027027,24.3243243243243,24.3243243243243,0
"E00032997",90,5,27,47,11,52,3,10,31,8,38,2,17,16,3,5.55555555555556,30,52.2222222222222,12.2222222222222,57.7777777777778,3.33333333333333,11.1111111111111,34.4444444444444,8.88888888888889,42.2222222222222,2.22222222222222,18.8888888888889,17.7777777777778,3.33333333333333
"E00032998",157,16,32,81,28,89,8,10,48,23,68,8,22,33,5,10.1910828025478,20.3821656050955,51.5923566878981,17.8343949044586,56.687898089172,5.09554140127389,6.36942675159236,30.5732484076433,14.6496815286624,43.312101910828,5.09554140127389,14.0127388535032,21.0191082802548,3.18471337579618
"E00032999",191,31,40,100,20,110,16,18,61,15,81,15,22,39,5,16.2303664921466,20.9424083769633,52.3560209424084,10.4712041884817,57.5916230366492,8.37696335078534,9.42408376963351,31.9371727748691,7.85340314136126,42.4083769633508,7.85340314136126,11.5183246073298,20.4188481675393,2.61780104712042
"E00033000",39,6,6,24,3,13,1,2,9,1,26,5,4,15,2,15.3846153846154,15.3846153846154,61.5384615384615,7.69230769230769,33.3333333333333,2.56410256410256,5.12820512820513,23.0769230769231,2.56410256410256,66.6666666666667,12.8205128205128,10.2564102564103,38.4615384615385,5.12820512820513
"E00033002",97,7,22,63,5,51,3,15,31,2,46,4,7,32,3,7.21649484536082,22.680412371134,64.9484536082474,5.15463917525773,52.5773195876289,3.09278350515464,15.4639175257732,31.9587628865979,2.06185567010309,47.4226804123711,4.12371134020619,7.21649484536082,32.9896907216495,3.09278350515464
"E00033004",185,11,18,121,35,107,5,6,72,24,78,6,12,49,11,5.94594594594595,9.72972972972973,65.4054054054054,18.9189189189189,57.8378378378378,2.7027027027027,3.24324324324324,38.9189189189189,12.972972972973,42.1621621621622,3.24324324324324,6.48648648648649,26.4864864864865,5.94594594594595
"E00033005",116,8,39,64,5,63,3,13,43,4,53,5,26,21,1,6.89655172413793,33.6206896551724,55.1724137931034,4.31034482758621,54.3103448275862,2.58620689655172,11.2068965517241,37.0689655172414,3.44827586206897,45.6896551724138,4.31034482758621,22.4137931034483,18.1034482758621,0.862068965517241
"E00033006",105,8,28,61,8,48,2,6,33,7,57,6,22,28,1,7.61904761904762,26.6666666666667,58.0952380952381,7.61904761904762,45.7142857142857,1.9047619047619,5.71428571428571,31.4285714285714,6.66666666666667,54.2857142857143,5.71428571428571,20.952380952381,26.6666666666667,0.952380952380952
"E00033007",78,6,30,36,6,38,3,12,20,3,40,3,18,16,3,7.69230769230769,38.4615384615385,46.1538461538462,7.69230769230769,48.7179487179487,3.84615384615385,15.3846153846154,25.6410256410256,3.84615384615385,51.2820512820513,3.84615384615385,23.0769230769231,20.5128205128205,3.84615384615385
"E00033008",77,8,31,34,4,23,2,3,17,1,54,6,28,17,3,10.3896103896104,40.2597402597403,44.1558441558442,5.19480519480519,29.8701298701299,2.5974025974026,3.8961038961039,22.0779220779221,1.2987012987013,70.1298701298701,7.79220779220779,36.3636363636364,22.0779220779221,3.8961038961039
"E00033012",92,6,13,50,23,53,1,6,32,14,39,5,7,18,9,6.52173913043478,14.1304347826087,54.3478260869565,25,57.6086956521739,1.08695652173913,6.52173913043478,34.7826086956522,15.2173913043478,42.3913043478261,5.43478260869565,7.60869565217391,19.5652173913043,9.78260869565217
"E00033013",87,5,18,56,8,48,1,10,30,7,39,4,8,26,1,5.74712643678161,20.6896551724138,64.367816091954,9.19540229885057,55.1724137931034,1.14942528735632,11.4942528735632,34.4827586206897,8.04597701149425,44.8275862068966,4.59770114942529,9.19540229885057,29.8850574712644,1.14942528735632
"E00033015",69,10,6,36,17,42,5,1,20,16,27,5,5,16,1,14.4927536231884,8.69565217391304,52.1739130434783,24.6376811594203,60.8695652173913,7.2463768115942,1.44927536231884,28.9855072463768,23.1884057971014,39.1304347826087,7.2463768115942,7.2463768115942,23.1884057971014,1.44927536231884
"E00033016",128,10,37,64,17,65,2,15,34,14,63,8,22,30,3,7.8125,28.90625,50,13.28125,50.78125,1.5625,11.71875,26.5625,10.9375,49.21875,6.25,17.1875,23.4375,2.34375
"E00033018",124,58,23,38,5,59,25,10,19,5,65,33,13,19,0,46.7741935483871,18.5483870967742,30.6451612903226,4.03225806451613,47.5806451612903,20.1612903225806,8.06451612903226,15.3225806451613,4.03225806451613,52.4193548387097,26.6129032258064,10.4838709677419,15.3225806451613,0
"E00033019",137,23,32,67,15,86,14,17,47,8,51,9,15,20,7,16.7883211678832,23.3576642335766,48.9051094890511,10.9489051094891,62.7737226277372,10.2189781021898,12.4087591240876,34.3065693430657,5.83941605839416,37.2262773722628,6.56934306569343,10.9489051094891,14.5985401459854,5.10948905109489
"E00033020",128,37,20,65,6,77,19,9,45,4,51,18,11,20,2,28.90625,15.625,50.78125,4.6875,60.15625,14.84375,7.03125,35.15625,3.125,39.84375,14.0625,8.59375,15.625,1.5625
"E00033021",110,7,27,70,6,63,5,12,42,4,47,2,15,28,2,6.36363636363636,24.5454545454545,63.6363636363636,5.45454545454545,57.2727272727273,4.54545454545455,10.9090909090909,38.1818181818182,3.63636363636364,42.7272727272727,1.81818181818182,13.6363636363636,25.4545454545455,1.81818181818182
"E00033023",178,60,52,53,13,85,24,21,32,8,93,36,31,21,5,33.7078651685393,29.2134831460674,29.7752808988764,7.30337078651685,47.752808988764,13.4831460674157,11.7977528089888,17.9775280898876,4.49438202247191,52.247191011236,20.2247191011236,17.4157303370787,11.7977528089888,2.80898876404494
"E00033024",55,5,9,27,14,32,2,2,19,9,23,3,7,8,5,9.09090909090909,16.3636363636364,49.0909090909091,25.4545454545455,58.1818181818182,3.63636363636364,3.63636363636364,34.5454545454545,16.3636363636364,41.8181818181818,5.45454545454545,12.7272727272727,14.5454545454545,9.09090909090909
