"GeographyCode","KS404EW0001","KS404EW0002","KS404EW0003","KS404EW0004","KS404EW0005","KS404EW0006","KS404EW0007","KS404EW0008","KS404EW0009","KS404EW0010","KS404EW0011","KS404EW0012"
"E01006512",799,532,228,32,6,1,314,66.5832290362954,28.5356695869837,4.00500625782228,0.750938673341677,0.125156445556946
"E01006513",909,621,238,41,5,4,353,68.3168316831683,26.1826182618262,4.51045104510451,0.55005500550055,0.44004400440044
"E01006514",1115,731,322,52,4,6,466,65.5605381165919,28.8789237668161,4.66367713004484,0.358744394618834,0.538116591928251
"E01006515",641,454,159,25,3,0,218,70.8268330733229,24.804992199688,3.90015600624025,0.46801872074883,0
"E01006518",835,529,270,34,1,1,345,63.3532934131737,32.3353293413174,4.07185628742515,0.119760479041916,0.119760479041916
"E01006519",514,72,242,170,23,7,685,14.0077821011673,47.0817120622568,33.0739299610895,4.47470817120623,1.36186770428016
"E01006520",1182,570,479,124,6,3,760,48.2233502538071,40.5245346869712,10.4906937394247,0.50761421319797,0.253807106598985
"E01006521",928,365,368,166,27,2,789,39.3318965517241,39.6551724137931,17.8879310344828,2.90948275862069,0.21551724137931
"E01006522",1094,480,476,121,11,6,786,43.8756855575868,43.5100548446069,11.0603290676417,1.0054844606947,0.548446069469835
"E01006523",830,348,355,106,18,3,634,41.9277108433735,42.7710843373494,12.7710843373494,2.16867469879518,0.36144578313253
"E01006524",583,134,279,151,16,3,643,22.9845626072041,47.8559176672384,25.9005145797599,2.74442538593482,0.514579759862779
"E01006525",486,56,218,174,29,9,691,11.522633744856,44.8559670781893,35.8024691358025,5.96707818930041,1.85185185185185
"E01006526",654,183,324,124,16,7,712,27.9816513761468,49.5412844036697,18.960244648318,2.44648318042813,1.07033639143731
"E01006527",638,194,296,121,23,4,623,30.4075235109718,46.3949843260188,18.9655172413793,3.60501567398119,0.626959247648903
"E01006528",613,209,258,115,22,9,590,34.094616639478,42.0880913539967,18.7601957585644,3.58890701468189,1.46818923327896
"E01006529",559,133,288,122,13,3,583,23.7924865831843,51.520572450805,21.824686940966,2.32558139534884,0.536672629695885
"E01006530",616,124,305,153,28,6,719,20.1298701298701,49.512987012987,24.8376623376623,4.54545454545455,0.974025974025974
"E01006531",674,162,317,157,35,3,748,24.0356083086053,47.0326409495549,23.2937685459941,5.19287833827893,0.445103857566766
"E01006532",617,52,238,238,69,20,1006,8.42787682333874,38.5737439222042,38.5737439222042,11.1831442463533,3.24149108589951
"E01006533",614,172,243,150,35,14,708,28.0130293159609,39.5765472312704,24.4299674267101,5.70032573289902,2.28013029315961
