"GeographyCode","KS613EW0001","KS613EW0002","KS613EW0003","KS613EW0004","KS613EW0005","KS613EW0006","KS613EW0007","KS613EW0008","KS613EW0009","KS613EW0010","KS613EW0011","KS613EW0012","KS613EW0013","KS613EW0014","KS613EW0015","KS613EW0016","KS613EW0017","KS613EW0018","KS613EW0019","KS613EW0020","KS613EW0021","KS613EW0022","KS613EW0023","KS613EW0024","KS613EW0025","KS613EW0026","KS613EW0027","KS613EW0028","KS613EW0029","KS613EW0030","KS613EW0031"
"E02001347",2896,95,23,72,599,580,71,122,562,384,254,200,54,229,229,0,3.28038674033149,0.794198895027624,2.48618784530387,20.6837016574586,20.0276243093923,2.45165745856354,4.21270718232044,19.4060773480663,13.2596685082873,8.7707182320442,6.9060773480663,1.8646408839779,7.90745856353591,7.90745856353591,0
"E02001348",2779,99,32,67,570,679,82,117,589,288,152,106,46,203,203,0,3.56243252968694,1.15149334292911,2.41093918675783,20.5109751709248,24.4332493702771,2.95070169125585,4.21014753508456,21.194674343289,10.363440086362,5.46959337891328,3.81432169845268,1.6552716804606,7.30478589420655,7.30478589420655,0
"E02001349",3014,148,47,101,636,788,89,129,540,266,166,121,45,252,252,0,4.91041804910418,1.5593895155939,3.35102853351029,21.1015262110153,26.1446582614466,2.95288652952887,4.28002654280027,17.9163901791639,8.82548108825481,5.50763105507631,4.01459854014599,1.49303251493033,8.36098208360982,8.36098208360982,0
"E02001350",2933,105,29,76,453,532,79,110,635,443,365,290,75,211,211,0,3.5799522673031,0.988748721445619,2.59120354585748,15.4449369246505,18.1384248210024,2.69348789635186,3.75042618479373,21.6501875213092,15.1039890896693,12.4445959768155,9.88748721445619,2.55710876235936,7.19399931810433,7.19399931810433,0
"E02001351",3134,71,26,45,440,544,54,133,724,484,392,294,98,292,292,0,2.26547543075941,0.829610721123165,1.43586470963625,14.0395660497766,17.3580089342693,1.7230376515635,4.24377791959158,23.1014677728143,15.4435226547543,12.5079770261646,9.38098276962348,3.12699425654116,9.31716656030632,9.31716656030632,0
"E02001352",2366,67,18,49,352,452,66,94,500,388,231,167,64,216,216,0,2.83178360101437,0.760777683854607,2.07100591715976,14.8774302620456,19.1039729501268,2.78951817413356,3.97295012679628,21.1327134404057,16.3989856297549,9.76331360946746,7.05832628909552,2.70498732037194,9.12933220625528,9.12933220625528,0
"E02001353",2915,170,44,126,706,670,118,111,523,222,143,102,41,252,252,0,5.83190394511149,1.50943396226415,4.32246998284734,24.2195540308748,22.9845626072041,4.04802744425386,3.80789022298456,17.9416809605489,7.61578044596913,4.90566037735849,3.4991423670669,1.4065180102916,8.64493996569468,8.64493996569468,0
"E02001354",2919,83,27,56,403,567,48,126,658,435,341,256,85,258,258,0,2.84343953408702,0.92497430626927,1.91846522781775,13.8060979787598,19.4244604316547,1.64439876670092,4.31654676258993,22.5419664268585,14.9023638232271,11.6820829051045,8.77012675573827,2.91195614936622,8.83864337101747,8.83864337101747,0
"E02001355",2583,77,28,49,363,525,64,117,561,364,291,220,71,221,221,0,2.9810298102981,1.0840108401084,1.8970189701897,14.0534262485482,20.3252032520325,2.47773906310492,4.52961672473868,21.718931475029,14.0921409214092,11.2659698025552,8.51722802942315,2.74874177313202,8.55594270228416,8.55594270228416,0
"E02001356",2122,49,18,31,280,307,56,88,475,392,295,211,84,180,180,0,2.30914231856739,0.848256361922714,1.46088595664467,13.1950989632422,14.4674835061263,2.63901979264844,4.14703110273327,22.3845428840716,18.4731385485391,13.9019792648445,9.94344957587182,3.95852968897267,8.48256361922714,8.48256361922714,0
"E02001357",2731,52,14,38,380,420,60,131,679,429,341,265,76,239,239,0,1.90406444525815,0.512632735261809,1.39143170999634,13.9143170999634,15.3789820578543,2.19699743683632,4.79677773709264,24.8626876601977,15.7085316733797,12.4862687660198,9.7034053460271,2.78286341999268,8.75137312339802,8.75137312339802,0
"E02001358",2751,43,11,32,357,518,57,107,653,489,316,242,74,211,211,0,1.56306797528172,0.399854598327881,1.16321337695383,12.9770992366412,18.8295165394402,2.07197382769902,3.88949472918939,23.7368229734642,17.7753544165758,11.4867320974191,8.79680116321338,2.68993093420574,7.66993820428935,7.66993820428935,0
"E02001359",2265,106,37,69,530,480,82,94,416,217,167,126,41,173,173,0,4.67991169977925,1.63355408388521,3.04635761589404,23.3995584988962,21.1920529801325,3.62030905077263,4.15011037527594,18.3664459161148,9.58057395143488,7.37306843267108,5.56291390728477,1.81015452538631,7.63796909492274,7.63796909492274,0
"E02001360",3172,52,13,39,363,453,43,157,749,595,506,420,86,254,254,0,1.63934426229508,0.409836065573771,1.22950819672131,11.4438839848676,14.281210592686,1.35561160151324,4.94955863808323,23.6128625472888,18.7578814627995,15.9520807061791,13.2408575031526,2.71122320302648,8.00756620428752,8.00756620428752,0
"E02001361",2969,78,28,50,435,655,66,111,670,408,301,234,67,245,245,0,2.62714718760525,0.943078477601886,1.68406871000337,14.6513977770293,22.0613001010441,2.22297069720445,3.73863253620748,22.5665207140451,13.7420006736275,10.1380936342203,7.88144156281576,2.25665207140451,8.2519366790165,8.2519366790165,0
"E02001362",2869,110,37,73,481,653,68,111,618,381,203,154,49,244,244,0,3.83408853258975,1.28964796096201,2.54444057162774,16.7654234925061,22.7605437434646,2.37016382014639,3.86894388288602,21.5406064830952,13.2798884628791,7.07563611014291,5.36772394562565,1.70791216451725,8.50470547229,8.50470547229,0
"E02001363",3011,73,19,54,474,526,71,111,679,409,405,326,79,263,263,0,2.42444370640983,0.631019594818997,1.79342411159083,15.7422783128529,17.4692793091996,2.35802059116573,3.68648289604782,22.5506476253736,13.5835270674195,13.4506808369313,10.8269677847891,2.62371305214215,8.7346396545998,8.7346396545998,0
"E02001364",1995,30,11,19,230,290,51,68,449,343,360,295,65,174,174,0,1.50375939849624,0.551378446115288,0.952380952380952,11.5288220551378,14.5363408521303,2.55639097744361,3.40852130325815,22.5062656641604,17.1929824561404,18.0451127819549,14.7869674185464,3.25814536340852,8.7218045112782,8.7218045112782,0
"E02001365",3291,93,32,61,501,599,81,122,696,474,385,290,95,340,340,0,2.82588878760255,0.972348830142814,1.85353995745974,15.2233363719234,18.2011546642358,2.461257976299,3.70707991491948,21.1485870556062,14.4029170464904,11.6985718626557,8.81191127316925,2.88666058948648,10.3312063202674,10.3312063202674,0
"E02001366",3346,136,43,93,578,690,87,131,649,360,365,264,101,350,350,0,4.06455469216975,1.28511655708308,2.77943813508667,17.2743574417215,20.6216377764495,2.60011954572624,3.9151225343694,19.3962940824866,10.7591153616258,10.9085475194262,7.89001793185894,3.01852958756724,10.4602510460251,10.4602510460251,0
"E02001367",3562,255,72,183,918,862,156,115,544,276,143,107,36,293,293,0,7.15889949466592,2.02133632790567,5.13756316676025,25.7720381807973,24.1998877035373,4.37956204379562,3.228523301516,15.272318921954,7.74845592363841,4.01459854014599,3.00393037619315,1.01066816395284,8.22571588994947,8.22571588994947,0
"E02001368",2216,58,15,43,224,331,43,78,435,481,384,324,60,182,182,0,2.6173285198556,0.676895306859206,1.94043321299639,10.1083032490975,14.9368231046931,1.94043321299639,3.51985559566787,19.629963898917,21.7057761732852,17.3285198555957,14.6209386281588,2.70758122743682,8.2129963898917,8.2129963898917,0
"E02001369",2932,119,20,99,339,396,44,110,575,571,433,355,78,345,345,0,4.05866302864939,0.682128240109141,3.37653478854025,11.5620736698499,13.506139154161,1.50068212824011,3.75170532060027,19.6111869031378,19.474761255116,14.7680763983629,12.1077762619372,2.66030013642565,11.7667121418827,11.7667121418827,0
"E02001370",2302,47,9,38,243,306,40,94,454,444,489,420,69,185,185,0,2.04170286707211,0.390964378801043,1.65073848827107,10.5560382276281,13.2927888792354,1.73761946133797,4.08340573414422,19.7219808861859,19.2875760208514,21.2423979148566,18.2450043440487,2.99739357080799,8.0364900086881,8.0364900086881,0
"E02001371",2808,72,25,47,510,455,61,115,684,353,346,260,86,212,212,0,2.56410256410256,0.89031339031339,1.67378917378917,18.1623931623932,16.2037037037037,2.17236467236467,4.0954415954416,24.3589743589744,12.5712250712251,12.3219373219373,9.25925925925926,3.06267806267806,7.54985754985755,7.54985754985755,0
"E02001372",2274,116,32,84,478,501,60,80,433,236,182,143,39,188,188,0,5.10114335971856,1.40721196130167,3.69393139841689,21.0202286719437,22.0316622691293,2.63852242744063,3.51802990325418,19.0413368513632,10.3781882145998,8.00351802990325,6.28847845206684,1.71503957783641,8.26737027264732,8.26737027264732,0
"E02001373",3472,107,32,75,652,702,100,133,725,411,342,257,85,300,300,0,3.08179723502304,0.921658986175115,2.16013824884793,18.778801843318,20.2188940092166,2.88018433179723,3.83064516129032,20.88133640553,11.8375576036866,9.85023041474654,7.4020737327189,2.44815668202765,8.6405529953917,8.6405529953917,0
"E02001374",2836,103,28,75,427,424,91,127,511,334,425,347,78,394,394,0,3.63187588152327,0.987306064880113,2.64456981664316,15.0564174894217,14.950634696756,3.20874471086037,4.47813822284908,18.0183356840621,11.7771509167842,14.9858956276446,12.2355430183357,2.75035260930889,13.8928067700987,13.8928067700987,0
"E02001375",2709,89,24,65,489,583,53,114,605,337,248,188,60,191,191,0,3.28534514581026,0.8859357696567,2.39940937615356,18.0509413067553,21.5208564045773,1.95644149132521,4.20819490586932,22.3329641934293,12.4400147655962,9.1546696197859,6.93983019564415,2.21483942414175,7.05057216685124,7.05057216685124,0
"E02001376",3112,53,12,41,364,371,67,109,612,449,519,431,88,568,568,0,1.70308483290488,0.38560411311054,1.31748071979434,11.6966580976864,11.9215938303342,2.15295629820051,3.5025706940874,19.6658097686375,14.4280205655527,16.6773778920308,13.8496143958869,2.82776349614396,18.2519280205656,18.2519280205656,0
"E02001377",4983,137,16,121,328,251,45,87,410,389,472,409,63,2864,2864,0,2.74934778246037,0.321091711820189,2.42825607064018,6.58238009231387,5.03712622917921,0.903070439494281,1.74593618302228,8.22797511539233,7.80654224362834,9.47220549869557,8.20790688340357,1.26429861529199,57.4754164158138,57.4754164158138,0
"E02001378",2943,151,30,121,637,577,120,102,569,288,250,205,45,249,249,0,5.13081889228678,1.01936799184506,4.11145090044173,21.6445803601767,19.6058443764866,4.07747196738022,3.46585117227319,19.3340129119946,9.78593272171254,8.49473326537547,6.96568127760788,1.52905198776758,8.46075433231396,8.46075433231396,0
"E02001380",2868,217,46,171,814,692,100,96,429,173,103,76,27,244,244,0,7.56624825662483,1.60390516039052,5.96234309623431,28.3821478382148,24.1283124128312,3.48675034867503,3.34728033472803,14.9581589958159,6.03207810320781,3.59135285913529,2.64993026499303,0.941422594142259,8.50767085076708,8.50767085076708,0
"E02001381",3569,152,29,123,576,450,75,148,633,378,456,387,69,701,701,0,4.25889604931353,0.812552535724293,3.44634351358924,16.1389745026618,12.6085738302045,2.10142897170076,4.14681983748949,17.7360605211544,10.5912020173718,12.7766881479406,10.8433734939759,1.9333146539647,19.6413561221631,19.6413561221631,0
"E02001382",2725,205,50,155,779,669,83,80,397,156,97,68,29,259,259,0,7.52293577981651,1.8348623853211,5.68807339449541,28.5871559633028,24.5504587155963,3.04587155963303,2.93577981651376,14.5688073394495,5.72477064220183,3.55963302752294,2.4954128440367,1.06422018348624,9.5045871559633,9.5045871559633,0
"E02001383",2817,175,28,147,459,228,62,66,278,204,376,308,68,969,969,0,6.21228257011005,0.993965211217607,5.21831735889244,16.2939297124601,8.0937167199148,2.20092296769613,2.34291799787007,9.8686545970891,7.24174653887114,13.3475328363507,10.9336173233937,2.41391551295705,34.3982960596379,34.3982960596379,0
"E02001384",4636,146,16,130,505,348,84,80,410,251,328,270,58,2484,2484,0,3.14926660914582,0.345125107851596,2.80414150129422,10.893011216566,7.50647109577222,1.81190681622088,1.72562553925798,8.84383088869715,5.41415012942192,7.07506471095772,5.82398619499569,1.25107851596204,53.5806729939603,53.5806729939603,0
"E02001385",2670,96,14,82,260,246,82,68,379,269,871,791,80,399,399,0,3.59550561797753,0.52434456928839,3.07116104868914,9.73782771535581,9.21348314606742,3.07116104868914,2.54681647940075,14.1947565543071,10.0749063670412,32.6217228464419,29.625468164794,2.99625468164794,14.9438202247191,14.9438202247191,0
"E02001386",2882,83,35,48,415,470,71,156,705,453,314,249,65,215,215,0,2.87994448299792,1.21443442054129,1.66551006245663,14.3997224149896,16.3081193615545,2.46356696738376,5.41290770298404,24.4621790423317,15.7182512144344,10.8952116585704,8.63983344899375,2.25537820957668,7.46009715475364,7.46009715475364,0
"E02001387",3112,458,84,374,1008,574,132,62,286,116,85,71,14,391,391,0,14.7172236503856,2.69922879177378,12.0179948586118,32.3907455012853,18.4447300771208,4.24164524421594,1.99228791773779,9.19023136246787,3.72750642673522,2.73136246786632,2.28149100257069,0.44987146529563,12.5642673521851,12.5642673521851,0
"E02001388",3724,312,43,269,728,452,84,85,330,150,126,91,35,1457,1457,0,8.3780880773362,1.1546723952739,7.2234156820623,19.5488721804511,12.1374865735768,2.25563909774436,2.28249194414608,8.86143931256713,4.02792696025779,3.38345864661654,2.44360902255639,0.93984962406015,39.124597207304,39.124597207304,0
"E02001389",2284,289,29,260,586,242,79,67,267,144,293,242,51,317,317,0,12.6532399299475,1.26970227670753,11.3835376532399,25.6567425569177,10.5954465849387,3.45884413309982,2.93345008756567,11.6900175131349,6.30472854640981,12.8283712784588,10.5954465849387,2.23292469352014,13.8791593695271,13.8791593695271,0
"E02001390",3190,108,22,86,381,364,79,137,663,527,604,508,96,327,327,0,3.38557993730408,0.689655172413793,2.69592476489028,11.9435736677116,11.41065830721,2.47648902821317,4.29467084639498,20.7836990595611,16.5203761755486,18.9341692789969,15.9247648902821,3.00940438871473,10.2507836990596,10.2507836990596,0
"E02001391",2402,62,17,45,315,344,44,126,616,391,314,254,60,190,190,0,2.5811823480433,0.70774354704413,1.87343880099917,13.1140716069942,14.3213988343047,1.83180682764363,5.24562864279767,25.6452955870108,16.278101582015,13.0724396336386,10.5745212323064,2.49791840133222,7.91007493755204,7.91007493755204,0
"E02001392",2137,239,40,199,640,484,113,52,278,117,81,58,23,133,133,0,11.1839026672906,1.87178287318671,9.31211979410388,29.9485259709874,22.6485727655592,5.28778661675246,2.43331773514272,13.0088909686476,5.47496490407113,3.79036031820309,2.71408516612073,1.07627515208236,6.22367805334581,6.22367805334581,0
"E02001393",3076,388,71,317,898,527,180,36,242,85,107,83,24,613,613,0,12.6137841352406,2.30819245773732,10.3055916775033,29.1937581274382,17.1326397919376,5.851755526658,1.1703511053316,7.86736020806242,2.76332899869961,3.47854356306892,2.69830949284785,0.780234070221066,19.9284785435631,19.9284785435631,0
"E02001394",4047,446,51,395,903,459,110,90,278,198,203,172,31,1360,1360,0,11.0205090190264,1.26019273535953,9.76031628366691,22.3128243143069,11.3417346182357,2.71806276254015,2.2238695329874,6.8692858907833,4.89251297257228,5.01606127996046,4.25006177415369,0.76599950580677,33.6051396095873,33.6051396095873,0
"E02001395",2362,270,53,217,725,488,107,66,274,130,84,64,20,218,218,0,11.4309906858594,2.24386113463167,9.18712955122777,30.6943268416596,20.6604572396274,4.53005927180356,2.79424216765453,11.6003386960203,5.50381033022862,3.55630821337849,2.70956816257409,0.846740050804403,9.22946655376799,9.22946655376799,0
"E02001396",3231,219,32,187,704,494,92,118,499,398,334,244,90,373,373,0,6.77808727948004,0.99040544722996,5.78768183225008,21.7889198390591,15.2893840916125,2.84741566078613,3.65212008666048,15.4441349427422,12.3181677499226,10.3373568554627,7.55184153512844,2.78551532033426,11.5444134942742,11.5444134942742,0
