"GeographyCode","QS803EW0001","QS803EW0002","QS803EW0003","QS803EW0004","QS803EW0005","QS803EW0006"
"E00032987",198,137,10,13,19,19
"E00032988",348,308,4,4,3,29
"E00032989",333,283,15,8,7,20
"E00032990",330,251,21,6,13,39
"E00032991",320,260,9,9,11,31
"E00032992",240,185,11,16,13,15
"E00032993",282,204,21,10,23,24
"E00032994",111,104,0,2,1,4
"E00032995",268,242,2,1,7,16
"E00032996",417,395,1,7,3,11
"E00032997",211,169,8,9,7,18
"E00032998",337,290,7,10,18,12
"E00032999",359,270,30,18,19,22
"E00033000",177,116,3,6,5,47
"E00033002",227,176,10,17,9,15
"E00033004",252,220,0,8,13,11
"E00033005",402,357,1,13,15,16
"E00033006",271,251,6,4,7,3
"E00033007",317,273,12,8,10,14
"E00033008",345,318,3,6,7,11
"E00033012",149,121,14,6,1,7
"E00033013",202,132,21,23,12,14
"E00033015",209,74,60,48,15,12
"E00033016",597,159,293,84,22,39
"E00033018",270,237,13,5,6,9
"E00033019",350,240,44,18,25,23
"E00033020",231,189,14,12,7,9
"E00033021",262,185,10,8,19,40
"E00033023",433,372,17,12,3,29
"E00033024",178,164,0,2,2,10
"E00033025",265,258,1,2,0,4
"E00033026",219,212,1,0,0,6
"E00033027",393,357,3,9,6,18
"E00033029",240,218,1,5,7,9
"E00033030",321,296,2,1,1,21
"E00033031",309,290,1,3,3,12
"E00033032",347,301,6,6,13,21
"E00033033",288,250,11,1,9,17
"E00033034",313,280,7,7,7,12
"E00033035",359,336,6,0,2,15
"E00033036",191,168,3,4,4,12
"E00033037",314,277,6,6,7,18
"E00033038",166,141,5,9,5,6
"E00033040",270,236,2,2,18,12
"E00033041",262,256,2,2,0,2
"E00033042",239,227,4,0,0,8
"E00033043",252,232,4,0,4,12
"E00033044",239,231,0,3,0,5
"E00033045",215,208,1,2,1,3
"E00033046",180,167,0,2,2,9
"E00033047",328,317,0,0,1,10
"E00033048",252,234,0,3,0,15
"E00033049",372,334,3,10,10,15
"E00033050",227,217,0,0,0,10
"E00033051",308,261,3,0,7,37
"E00033052",379,339,7,8,9,16
"E00033053",278,267,4,4,0,3
"E00033054",158,146,0,1,0,11
"E00033055",244,229,4,3,3,5
"E00033056",278,267,0,5,1,5
"E00033057",292,268,1,7,6,10
"E00033059",307,280,0,3,5,19
"E00033060",204,187,2,0,4,11
"E00033061",235,218,1,2,7,7
"E00033062",264,254,0,1,0,9
"E00033063",259,250,0,1,0,8
"E00033064",235,222,0,1,5,7
"E00033065",293,261,2,11,7,12
"E00033066",242,216,1,8,6,11
"E00033067",279,215,10,12,12,30
"E00033068",327,283,14,8,10,12
"E00033069",248,211,12,6,5,14
"E00033070",279,260,3,4,8,4
"E00033071",275,238,8,3,15,11
"E00033072",304,276,0,8,4,16
"E00033073",257,224,5,7,7,14
"E00033074",299,269,5,0,8,17
"E00033075",254,231,6,4,6,7
"E00033076",397,367,4,3,3,20
"E00033077",292,265,4,4,10,9
"E00033078",329,298,6,11,5,9
"E00033079",230,216,0,0,2,12
"E00033080",197,171,0,11,8,7
"E00033081",220,205,0,1,3,11
"E00033082",312,284,0,3,4,21
"E00033083",336,302,4,5,5,20
"E00033084",325,316,1,0,0,8
"E00033085",321,308,1,0,1,11
"E00033086",249,244,0,2,0,3
"E00033087",397,333,16,0,10,38
"E00033088",239,226,2,0,3,8
"E00033089",302,283,1,1,11,6
"E00033090",376,368,0,0,4,4
"E00033091",306,302,0,0,1,3
"E00033092",307,306,0,0,0,1
"E00033093",372,358,0,1,5,8
"E00033094",328,320,1,1,2,4
"E00033095",443,419,4,1,1,18
"E00033096",262,240,1,0,1,20
"E00033097",263,259,1,0,0,3
"E00033098",277,266,0,1,8,2
"E00033099",163,161,0,0,0,2
"E00033100",297,281,2,3,4,7
"E00033101",212,205,0,0,0,7
"E00033102",429,404,4,2,8,11
"E00033103",298,290,0,0,0,8
"E00033104",275,246,0,1,4,24
"E00033105",293,286,0,0,0,7
"E00033106",286,280,0,0,1,5
"E00033107",353,309,8,0,3,33
"E00033108",317,312,0,0,2,3
"E00033109",322,308,0,1,2,11
"E00033110",340,328,6,2,1,3
"E00033112",308,275,1,1,3,28
"E00033113",246,221,0,0,5,20
"E00033114",308,288,2,2,2,14
"E00033115",132,120,1,4,0,7
"E00033116",190,184,0,0,1,5
"E00033117",385,354,5,2,4,20
"E00033118",331,321,0,0,0,10
"E00033119",262,252,0,0,0,10
"E00033120",313,293,0,0,2,18
"E00033121",220,218,0,0,0,2
"E00033122",275,272,0,0,0,3
"E00033123",258,245,5,0,1,7
"E00033124",307,275,0,1,9,22
"E00033125",187,168,0,1,5,13
"E00033126",254,251,0,0,1,2
"E00033127",524,496,5,0,3,20
"E00033128",268,256,0,1,2,9
"E00033129",256,236,1,2,8,9
"E00033130",360,326,2,1,6,25
"E00033131",275,255,2,0,6,12
"E00033132",459,429,6,14,6,4
"E00033133",366,363,0,0,1,2
"E00033134",190,181,0,3,2,4
"E00033135",445,424,3,7,4,7
"E00033136",225,214,2,2,0,7
"E00033137",289,251,13,3,2,20
"E00033138",171,163,0,3,2,3
"E00033139",248,246,1,0,0,1
"E00033140",202,200,0,0,1,1
"E00033141",208,206,0,0,1,1
"E00033142",273,269,0,1,1,2
"E00033143",261,252,2,2,4,1
"E00033144",204,191,0,3,4,6
"E00033145",294,284,2,2,6,0
"E00033146",304,274,6,9,7,8
"E00033147",308,295,0,0,6,7
"E00033148",258,234,16,3,0,5
"E00033149",226,216,1,3,0,6
"E00033150",316,291,1,5,8,11
"E00033151",262,251,0,2,2,7
"E00033152",305,254,15,9,13,14
"E00033153",427,407,2,1,3,14
"E00033154",156,139,3,1,6,7
"E00033155",266,248,1,3,7,7
"E00033156",238,220,0,4,3,11
"E00033157",326,296,11,3,12,4
"E00033158",302,283,1,9,9,0
"E00033159",197,170,15,3,7,2
"E00033160",354,292,11,16,17,18
"E00033161",295,276,10,4,3,2
"E00033162",280,221,2,16,14,27
"E00033163",277,217,27,12,15,6
"E00033164",351,348,1,0,0,2
"E00033165",166,162,0,0,0,4
"E00033166",158,157,1,0,0,0
"E00033167",310,291,9,1,6,3
"E00033168",285,282,0,0,0,3
"E00033169",302,297,0,0,3,2
"E00033170",360,359,0,1,0,0
"E00033171",345,344,0,0,0,1
"E00033172",242,231,1,2,3,5
"E00033173",315,314,0,0,0,1
"E00033174",297,292,0,2,1,2
"E00033175",279,275,0,0,0,4
"E00033176",264,256,0,2,2,4
"E00033177",298,292,0,2,0,4
"E00033178",174,170,2,0,1,1
"E00033179",322,313,1,3,3,2
"E00033181",425,357,8,14,8,38
"E00033182",368,266,16,25,33,28
"E00033183",586,519,10,20,18,19
"E00033185",340,318,7,5,1,9
"E00033186",318,289,9,7,2,11
"E00033187",218,176,4,5,11,22
"E00033188",327,293,19,4,1,10
"E00033189",509,327,21,33,66,62
"E00033190",574,346,29,61,68,70
"E00033191",449,398,19,8,6,18
"E00033192",434,370,5,15,10,34
"E00033193",327,310,5,4,2,6
"E00033194",345,288,11,18,17,11
"E00033195",249,234,4,2,2,7
"E00033196",292,257,3,9,3,20
"E00033197",372,340,2,0,5,25
"E00033198",393,353,5,9,9,17
"E00033199",185,173,0,0,4,8
"E00033200",289,235,6,27,10,11
"E00033201",235,210,3,7,1,14
"E00033202",315,282,5,9,5,14
"E00033203",247,237,0,2,0,8
"E00033204",252,233,5,1,3,10
"E00033206",557,483,35,4,17,18
"E00033207",293,177,14,33,46,23
"E00033208",257,138,9,34,38,38
"E00033209",324,202,6,25,44,47
"E00033210",271,141,21,36,38,35
"E00033211",357,245,26,18,34,34
"E00033212",314,238,19,14,24,19
"E00033213",401,365,7,6,5,18
"E00033214",538,289,55,56,84,54
"E00033215",349,184,42,32,52,39
"E00033216",254,196,9,7,17,25
"E00033217",287,244,7,3,11,22
"E00033218",303,260,3,3,18,19
"E00033219",378,322,5,3,20,28
"E00033220",389,354,9,7,11,8
"E00033221",249,178,11,9,24,27
"E00033222",178,158,2,1,5,12
"E00033223",248,140,20,20,40,28
"E00033224",301,292,0,2,5,2
"E00033225",303,267,3,9,6,18
"E00033226",417,383,8,7,10,9
"E00033227",262,243,5,3,5,6
"E00033228",341,297,5,18,11,10
"E00033229",284,271,4,2,5,2
"E00033230",279,275,1,0,1,2
"E00033231",203,192,1,2,2,6
"E00033235",228,221,0,0,3,4
"E00033237",276,266,1,2,3,4
"E00033238",463,427,7,4,14,11
"E00033242",233,228,0,1,4,0
"E00033245",315,292,4,0,7,12
"E00033246",253,240,2,3,3,5
"E00033247",333,303,6,12,7,5
"E00033248",294,269,2,6,6,11
"E00033249",285,260,5,7,6,7
"E00033250",226,216,0,2,0,8
"E00033251",222,200,8,3,4,7
"E00033252",350,318,3,2,7,20
"E00033253",240,221,2,5,5,7
"E00033254",358,348,0,2,5,3
"E00033255",267,246,3,0,17,1
"E00033256",225,223,0,0,0,2
"E00033257",308,272,1,4,18,13
"E00033258",329,324,1,0,3,1
"E00033259",135,126,0,1,3,5
"E00033260",245,235,1,1,7,1
"E00033261",247,235,3,3,3,3
"E00033262",154,147,1,4,1,1
"E00033263",145,132,2,8,1,2
