"GeographyCode","KS103EW0001","KS103EW0002","KS103EW0003","KS103EW0004","KS103EW0005","KS103EW0006","KS103EW0007","KS103EW0008","KS103EW0009","KS103EW0010","KS103EW0011","KS103EW0012","KS103EW0013"
"E00032987",162,107,30,0,5,10,10,66.0493827160494,18.5185185185185,0,3.08641975308642,6.17283950617284,6.17283950617284
"E00032988",330,241,35,0,8,30,16,73.030303030303,10.6060606060606,0,2.42424242424242,9.09090909090909,4.84848484848485
"E00032989",299,240,24,1,7,21,6,80.2675585284281,8.02675585284281,0.334448160535117,2.34113712374582,7.02341137123746,2.0066889632107
"E00032990",307,210,42,4,11,24,16,68.4039087947883,13.6807817589577,1.30293159609121,3.58306188925081,7.81758957654723,5.21172638436482
"E00032991",302,244,25,2,6,22,3,80.794701986755,8.27814569536424,0.662251655629139,1.98675496688742,7.28476821192053,0.993377483443709
"E00032992",222,182,16,0,6,17,1,81.981981981982,7.20720720720721,0,2.7027027027027,7.65765765765766,0.45045045045045
"E00032993",254,176,45,4,6,11,12,69.2913385826772,17.7165354330709,1.5748031496063,2.36220472440945,4.33070866141732,4.7244094488189
"E00032994",84,41,12,2,7,12,10,48.8095238095238,14.2857142857143,2.38095238095238,8.33333333333333,14.2857142857143,11.9047619047619
"E00032995",229,116,54,1,12,22,24,50.6550218340611,23.5807860262009,0.436681222707424,5.24017467248908,9.60698689956332,10.4803493449782
"E00032996",314,133,97,0,14,39,31,42.3566878980892,30.8917197452229,0,4.45859872611465,12.4203821656051,9.87261146496815
"E00032997",173,93,41,0,11,14,14,53.757225433526,23.6994219653179,0,6.35838150289017,8.09248554913295,8.09248554913295
"E00032998",277,145,78,2,16,18,18,52.3465703971119,28.158844765343,0.72202166064982,5.77617328519856,6.49819494584837,6.49819494584837
"E00032999",331,264,27,0,5,29,6,79.7583081570997,8.1570996978852,0,1.51057401812689,8.76132930513595,1.81268882175227
"E00033000",146,52,48,0,9,16,21,35.6164383561644,32.8767123287671,0,6.16438356164384,10.958904109589,14.3835616438356
"E00033002",194,114,46,2,9,18,5,58.7628865979381,23.7113402061856,1.03092783505155,4.63917525773196,9.27835051546392,2.57731958762887
"E00033004",240,114,77,2,8,31,8,47.5,32.0833333333333,0.833333333333333,3.33333333333333,12.9166666666667,3.33333333333333
"E00033005",348,163,89,0,12,28,56,46.8390804597701,25.5747126436782,0,3.44827586206897,8.04597701149425,16.0919540229885
"E00033006",230,117,67,0,5,22,19,50.8695652173913,29.1304347826087,0,2.17391304347826,9.56521739130435,8.26086956521739
"E00033007",251,113,66,1,9,37,25,45.0199203187251,26.2948207171315,0.398406374501992,3.58565737051793,14.7410358565737,9.9601593625498
"E00033008",249,148,44,0,10,35,12,59.4377510040161,17.6706827309237,0,4.01606425702811,14.0562248995984,4.81927710843374
"E00033012",143,51,67,2,2,14,7,35.6643356643357,46.8531468531469,1.3986013986014,1.3986013986014,9.79020979020979,4.89510489510489
"E00033013",175,106,44,1,6,15,3,60.5714285714286,25.1428571428571,0.571428571428571,3.42857142857143,8.57142857142857,1.71428571428571
"E00033015",187,129,48,0,3,6,1,68.9839572192513,25.668449197861,0,1.60427807486631,3.20855614973262,0.53475935828877
"E00033016",502,367,114,0,9,10,2,73.1075697211155,22.7091633466135,0,1.79282868525896,1.99203187250996,0.398406374501992
"E00033018",266,252,12,0,0,2,0,94.7368421052632,4.51127819548872,0,0,0.75187969924812,0
"E00033019",322,251,26,2,4,32,7,77.9503105590062,8.07453416149068,0.62111801242236,1.24223602484472,9.93788819875776,2.17391304347826
"E00033020",227,207,8,0,2,9,1,91.1894273127753,3.52422907488987,0,0.881057268722467,3.9647577092511,0.440528634361234
"E00033021",220,119,53,2,8,21,17,54.0909090909091,24.0909090909091,0.909090909090909,3.63636363636364,9.54545454545455,7.72727272727273
"E00033023",409,316,41,2,5,23,22,77.2616136919315,10.0244498777506,0.488997555012225,1.22249388753056,5.62347188264059,5.37897310513447
"E00033024",157,92,30,0,3,19,13,58.5987261146497,19.1082802547771,0,1.91082802547771,12.1019108280255,8.28025477707006
"E00033025",228,111,88,0,3,14,12,48.6842105263158,38.5964912280702,0,1.31578947368421,6.14035087719298,5.26315789473684
"E00033026",174,53,93,0,6,10,12,30.4597701149425,53.448275862069,0,3.44827586206897,5.74712643678161,6.89655172413793
"E00033027",362,204,65,0,9,42,42,56.353591160221,17.9558011049724,0,2.48618784530387,11.6022099447514,11.6022099447514
"E00033029",209,100,78,2,6,12,11,47.8468899521531,37.3205741626794,0.956937799043062,2.87081339712919,5.74162679425837,5.26315789473684
"E00033030",288,147,123,0,1,8,9,51.0416666666667,42.7083333333333,0,0.347222222222222,2.77777777777778,3.125
"E00033031",265,121,102,2,6,22,12,45.6603773584906,38.4905660377359,0.754716981132076,2.26415094339623,8.30188679245283,4.52830188679245
"E00033032",334,239,39,2,8,38,8,71.5568862275449,11.6766467065868,0.598802395209581,2.39520958083832,11.377245508982,2.39520958083832
"E00033033",270,217,29,0,7,11,6,80.3703703703704,10.7407407407407,0,2.59259259259259,4.07407407407407,2.22222222222222
"E00033034",297,224,36,2,6,26,3,75.4208754208754,12.1212121212121,0.673400673400673,2.02020202020202,8.75420875420875,1.01010101010101
"E00033035",325,172,87,4,10,23,29,52.9230769230769,26.7692307692308,1.23076923076923,3.07692307692308,7.07692307692308,8.92307692307692
"E00033036",175,117,26,0,6,21,5,66.8571428571429,14.8571428571429,0,3.42857142857143,12,2.85714285714286
"E00033037",285,90,123,2,4,16,50,31.5789473684211,43.1578947368421,0.701754385964912,1.40350877192982,5.6140350877193,17.5438596491228
"E00033038",151,120,9,0,2,17,3,79.4701986754967,5.96026490066225,0,1.32450331125828,11.2582781456954,1.98675496688742
"E00033040",233,132,60,3,9,18,11,56.6523605150215,25.7510729613734,1.28755364806867,3.86266094420601,7.72532188841202,4.72103004291846
"E00033041",210,62,105,0,2,16,25,29.5238095238095,50,0,0.952380952380952,7.61904761904762,11.9047619047619
"E00033042",214,73,117,0,5,5,14,34.1121495327103,54.6728971962617,0,2.33644859813084,2.33644859813084,6.54205607476635
"E00033043",215,91,88,0,5,16,15,42.3255813953488,40.9302325581395,0,2.32558139534884,7.44186046511628,6.97674418604651
"E00033044",208,78,105,0,5,8,12,37.5,50.4807692307692,0,2.40384615384615,3.84615384615385,5.76923076923077
"E00033045",190,70,52,0,6,34,28,36.8421052631579,27.3684210526316,0,3.15789473684211,17.8947368421053,14.7368421052632
"E00033046",175,36,70,0,6,10,53,20.5714285714286,40,0,3.42857142857143,5.71428571428571,30.2857142857143
