"GeographyCode","KS607EW0001","KS607EW0002","KS607EW0003","KS607EW0004","KS607EW0005","KS607EW0006","KS607EW0007","KS607EW0008","KS607EW0009","KS607EW0010","KS607EW0011","KS607EW0012","KS607EW0013","KS607EW0014","KS607EW0015","KS607EW0016","KS607EW0017","KS607EW0018","KS607EW0019","KS607EW0020","KS607EW0021","KS607EW0022","KS607EW0023","KS607EW0024","KS607EW0025","KS607EW0026","KS607EW0027","KS607EW0028","KS607EW0029","KS607EW0030","KS607EW0031","KS607EW0032","KS607EW0033","KS607EW0034","KS607EW0035","KS607EW0036","KS607EW0037"
"E01006512",226,0,0,5,0,1,0,35,2,37,4,2,2,12,7,11,45,53,10,0,0,2.21238938053097,0,0.442477876106195,0,15.4867256637168,0.884955752212389,16.3716814159292,1.76991150442478,0.884955752212389,0.884955752212389,5.30973451327434,3.09734513274336,4.86725663716814,19.9115044247788,23.4513274336283,4.42477876106195
"E01006513",514,1,0,8,1,0,2,120,3,128,16,4,7,27,22,20,56,52,47,0.194552529182879,0,1.55642023346304,0.194552529182879,0,0.389105058365759,23.3463035019455,0.583657587548638,24.9027237354086,3.11284046692607,0.778210116731518,1.36186770428016,5.25291828793774,4.28015564202335,3.89105058365759,10.8949416342412,10.1167315175097,9.14396887159533
"E01006514",423,1,0,6,0,0,3,61,1,77,12,3,9,25,15,17,78,62,53,0.236406619385343,0,1.41843971631206,0,0,0.709219858156028,14.4208037825059,0.236406619385343,18.2033096926714,2.83687943262411,0.709219858156028,2.12765957446809,5.91016548463357,3.54609929078014,4.01891252955083,18.4397163120567,14.6572104018913,12.5295508274232
"E01006515",235,0,0,3,0,1,3,36,4,39,8,7,4,10,10,12,23,53,22,0,0,1.27659574468085,0,0.425531914893617,1.27659574468085,15.3191489361702,1.70212765957447,16.5957446808511,3.40425531914894,2.97872340425532,1.70212765957447,4.25531914893617,4.25531914893617,5.1063829787234,9.78723404255319,22.5531914893617,9.36170212765957
"E01006518",279,0,0,5,0,0,0,35,8,41,2,8,11,9,13,17,49,61,20,0,0,1.7921146953405,0,0,0,12.5448028673835,2.8673835125448,14.6953405017921,0.716845878136201,2.8673835125448,3.9426523297491,3.2258064516129,4.6594982078853,6.09318996415771,17.5627240143369,21.8637992831541,7.16845878136201
"E01006519",329,0,0,7,0,2,8,26,5,16,10,14,4,22,10,24,98,70,13,0,0,2.12765957446809,0,0.60790273556231,2.43161094224924,7.90273556231003,1.51975683890578,4.86322188449848,3.03951367781155,4.25531914893617,1.21580547112462,6.68693009118541,3.03951367781155,7.29483282674772,29.7872340425532,21.2765957446809,3.95136778115502
"E01006520",498,0,0,12,0,0,8,37,4,26,20,14,12,48,15,31,94,140,37,0,0,2.40963855421687,0,0,1.60642570281124,7.42971887550201,0.803212851405622,5.22088353413655,4.01606425702811,2.81124497991968,2.40963855421687,9.63855421686747,3.01204819277108,6.22489959839357,18.8755020080321,28.1124497991968,7.42971887550201
"E01006521",364,0,0,16,0,2,8,30,0,14,8,11,8,29,10,21,82,95,30,0,0,4.3956043956044,0,0.549450549450549,2.1978021978022,8.24175824175824,0,3.84615384615385,2.1978021978022,3.02197802197802,2.1978021978022,7.96703296703297,2.74725274725275,5.76923076923077,22.5274725274725,26.0989010989011,8.24175824175824
"E01006522",454,0,1,11,1,0,4,29,7,23,18,14,17,29,18,35,99,116,32,0,0.220264317180617,2.42290748898678,0.220264317180617,0,0.881057268722467,6.38766519823788,1.54185022026432,5.06607929515418,3.9647577092511,3.08370044052863,3.74449339207048,6.38766519823788,3.9647577092511,7.70925110132159,21.8061674008811,25.5506607929515,7.04845814977974
"E01006523",399,0,0,11,0,1,6,29,6,19,13,5,3,14,13,34,90,121,34,0,0,2.75689223057644,0,0.25062656641604,1.50375939849624,7.26817042606516,1.50375939849624,4.76190476190476,3.25814536340852,1.2531328320802,0.75187969924812,3.50877192982456,3.25814536340852,8.52130325814536,22.5563909774436,30.3258145363409,8.52130325814536
"E01006524",355,2,1,8,1,1,5,44,3,41,9,15,5,27,8,19,56,79,31,0.563380281690141,0.28169014084507,2.25352112676056,0.28169014084507,0.28169014084507,1.40845070422535,12.3943661971831,0.845070422535211,11.5492957746479,2.53521126760563,4.22535211267606,1.40845070422535,7.6056338028169,2.25352112676056,5.35211267605634,15.7746478873239,22.2535211267606,8.73239436619718
"E01006525",299,0,0,8,1,1,7,28,4,9,7,10,4,28,10,35,69,58,20,0,0,2.67558528428094,0.334448160535117,0.334448160535117,2.34113712374582,9.36454849498328,1.33779264214047,3.01003344481605,2.34113712374582,3.34448160535117,1.33779264214047,9.36454849498328,3.34448160535117,11.7056856187291,23.0769230769231,19.3979933110368,6.68896321070234
"E01006526",350,0,0,11,1,0,2,41,2,9,7,10,7,31,12,29,85,91,12,0,0,3.14285714285714,0.285714285714286,0,0.571428571428571,11.7142857142857,0.571428571428571,2.57142857142857,2,2.85714285714286,2,8.85714285714286,3.42857142857143,8.28571428571428,24.2857142857143,26,3.42857142857143
"E01006527",342,0,0,10,0,0,5,39,6,26,6,11,10,19,5,37,74,72,22,0,0,2.92397660818713,0,0,1.46198830409357,11.4035087719298,1.75438596491228,7.60233918128655,1.75438596491228,3.21637426900585,2.92397660818713,5.55555555555556,1.46198830409357,10.8187134502924,21.6374269005848,21.0526315789474,6.4327485380117
"E01006528",365,0,0,9,0,0,5,35,7,25,13,12,8,24,14,24,89,80,20,0,0,2.46575342465753,0,0,1.36986301369863,9.58904109589041,1.91780821917808,6.84931506849315,3.56164383561644,3.28767123287671,2.19178082191781,6.57534246575342,3.83561643835616,6.57534246575342,24.3835616438356,21.9178082191781,5.47945205479452
"E01006529",360,0,0,8,0,1,5,31,7,25,7,14,5,26,9,30,98,72,22,0,0,2.22222222222222,0,0.277777777777778,1.38888888888889,8.61111111111111,1.94444444444444,6.94444444444444,1.94444444444444,3.88888888888889,1.38888888888889,7.22222222222222,2.5,8.33333333333333,27.2222222222222,20,6.11111111111111
"E01006530",323,0,0,10,1,1,5,52,2,16,3,12,7,13,9,33,69,77,13,0,0,3.09597523219814,0.309597523219814,0.309597523219814,1.54798761609907,16.0990712074303,0.619195046439629,4.95356037151703,0.928792569659443,3.71517027863777,2.1671826625387,4.02476780185759,2.78637770897833,10.2167182662539,21.3622291021672,23.8390092879257,4.02476780185759
"E01006531",274,0,0,8,0,4,5,36,6,13,4,11,10,18,4,34,56,58,7,0,0,2.91970802919708,0,1.45985401459854,1.82481751824817,13.1386861313869,2.18978102189781,4.74452554744525,1.45985401459854,4.01459854014599,3.64963503649635,6.56934306569343,1.45985401459854,12.4087591240876,20.4379562043796,21.1678832116788,2.55474452554745
"E01006532",330,0,0,8,1,2,10,35,6,17,6,9,8,26,5,20,73,89,15,0,0,2.42424242424242,0.303030303030303,0.606060606060606,3.03030303030303,10.6060606060606,1.81818181818182,5.15151515151515,1.81818181818182,2.72727272727273,2.42424242424242,7.87878787878788,1.51515151515152,6.06060606060606,22.1212121212121,26.969696969697,4.54545454545455
"E01006533",271,0,0,7,1,0,2,44,6,13,5,15,6,17,7,19,54,64,11,0,0,2.5830258302583,0.3690036900369,0,0.738007380073801,16.2361623616236,2.2140221402214,4.7970479704797,1.8450184501845,5.53505535055351,2.2140221402214,6.27306273062731,2.5830258302583,7.01107011070111,19.9261992619926,23.6162361623616,4.0590405904059
"E01006534",346,0,0,13,0,1,8,61,9,24,6,13,2,20,14,23,51,80,21,0,0,3.75722543352601,0,0.289017341040462,2.3121387283237,17.6300578034682,2.60115606936416,6.9364161849711,1.73410404624277,3.75722543352601,0.578034682080925,5.78034682080925,4.04624277456647,6.64739884393064,14.7398843930636,23.121387283237,6.06936416184971
