"GeographyCode","KS607EW0001","KS607EW0002","KS607EW0003","KS607EW0004","KS607EW0005","KS607EW0006","KS607EW0007","KS607EW0008","KS607EW0009","KS607EW0010","KS607EW0011","KS607EW0012","KS607EW0013","KS607EW0014","KS607EW0015","KS607EW0016","KS607EW0017","KS607EW0018","KS607EW0019","KS607EW0020","KS607EW0021","KS607EW0022","KS607EW0023","KS607EW0024","KS607EW0025","KS607EW0026","KS607EW0027","KS607EW0028","KS607EW0029","KS607EW0030","KS607EW0031","KS607EW0032","KS607EW0033","KS607EW0034","KS607EW0035","KS607EW0036","KS607EW0037"
"E02001347",1718,0,0,48,1,9,28,239,33,106,20,92,19,66,98,120,166,583,90,0,0,2.79394644935972,0.0582072176949942,0.523864959254948,1.62980209545984,13.9115250291036,1.92083818393481,6.16996507566938,1.16414435389988,5.35506402793946,1.10593713620489,3.84167636786962,5.70430733410943,6.9848661233993,9.66239813736903,33.9348079161816,5.23864959254948
"E02001348",1726,0,0,65,0,3,20,273,34,82,19,107,18,69,76,175,211,480,94,0,0,3.76593279258401,0,0.173812282734647,1.15874855156431,15.8169177288528,1.96987253765933,4.75086906141367,1.10081112398609,6.19930475086906,1.04287369640788,3.99768250289687,4.40324449594438,10.1390498261877,12.2247972190035,27.8099652375435,5.44611819235226
"E02001349",1996,0,0,54,2,4,19,306,45,95,35,168,27,73,74,221,241,536,96,0,0,2.70541082164329,0.100200400801603,0.200400801603206,0.951903807615231,15.3306613226453,2.25450901803607,4.75951903807615,1.75350701402806,8.41683366733467,1.35270541082164,3.65731462925852,3.70741482965932,11.0721442885772,12.0741482965932,26.8537074148297,4.80961923847695
"E02001350",1569,1,0,66,2,4,14,242,37,105,18,81,28,62,96,124,175,423,91,0.0637348629700446,0,4.20650095602294,0.127469725940089,0.254939451880178,0.892288081580625,15.4238368387508,2.35818992989165,6.69216061185468,1.1472275334608,5.16252390057361,1.78457616316125,3.95156150414277,6.11854684512428,7.90312300828553,11.1536010197578,26.9598470363289,5.79987253027406
"E02001351",1622,0,0,51,2,0,17,279,36,134,24,57,25,34,106,100,169,486,102,0,0,3.1442663378545,0.123304562268804,0,1.04808877928483,17.2009864364982,2.21948212083847,8.26140567200986,1.47965474722565,3.51418002466091,1.54130702836005,2.09617755856967,6.53514180024661,6.1652281134402,10.4192355117139,29.9630086313194,6.288532675709
"E02001352",1296,1,0,50,4,2,21,229,28,84,15,65,12,47,95,114,128,324,77,0.0771604938271605,0,3.85802469135802,0.308641975308642,0.154320987654321,1.62037037037037,17.6697530864198,2.16049382716049,6.48148148148148,1.15740740740741,5.01543209876543,0.925925925925926,3.62654320987654,7.33024691358025,8.7962962962963,9.87654320987654,25,5.94135802469136
"E02001353",2026,4,0,52,3,6,35,295,41,114,30,118,41,106,68,207,277,525,104,0.197433366238894,0,2.56663376110563,0.148075024679171,0.296150049358342,1.72754195459033,14.5607107601185,2.02369200394867,5.62685093780849,1.48075024679171,5.82428430404738,2.02369200394867,5.2319842053307,3.3563672260612,10.2171767028628,13.6722606120434,25.9131293188549,5.13326752221125
"E02001354",1581,0,0,62,4,6,24,315,28,104,22,80,18,52,103,113,150,396,104,0,0,3.92156862745098,0.253004427577483,0.379506641366224,1.5180265654649,19.9240986717268,1.77103099304238,6.57811511701455,1.39152435167615,5.06008855154965,1.13851992409867,3.28905755850727,6.51486401012018,7.14737507906388,9.4876660341556,25.0474383301708,6.57811511701455
"E02001355",1380,0,0,39,2,3,12,230,33,97,24,71,24,55,86,130,133,344,97,0,0,2.82608695652174,0.144927536231884,0.217391304347826,0.869565217391304,16.6666666666667,2.39130434782609,7.02898550724638,1.73913043478261,5.14492753623188,1.73913043478261,3.98550724637681,6.23188405797101,9.42028985507246,9.63768115942029,24.9275362318841,7.02898550724638
"E02001356",1011,1,0,44,0,0,14,155,26,75,12,23,22,27,66,76,134,272,64,0.0989119683481701,0,4.35212660731949,0,0,1.38476755687438,15.3313550939664,2.57171117705242,7.41839762611276,1.18694362017804,2.27497527200791,2.17606330365974,2.67062314540059,6.52818991097923,7.51730959446093,13.2542037586548,26.9040553907023,6.33036597428289
"E02001357",1301,2,0,42,0,4,13,253,23,115,12,34,17,40,93,77,128,369,79,0.153727901614143,0,3.228285933897,0,0.307455803228286,0.999231360491929,19.4465795541891,1.76787086856264,8.83935434281322,0.922367409684858,2.61337432744043,1.30668716372022,3.07455803228286,7.14834742505765,5.9185242121445,9.83858570330515,28.3627978478094,6.07225211375865
"E02001358",1465,1,1,47,3,6,20,272,31,123,8,60,15,54,104,119,125,367,109,0.068259385665529,0.068259385665529,3.20819112627986,0.204778156996587,0.409556313993174,1.36518771331058,18.5665529010239,2.1160409556314,8.39590443686007,0.546075085324232,4.09556313993174,1.02389078498294,3.68600682593857,7.09897610921502,8.12286689419795,8.53242320819113,25.0511945392491,7.44027303754266
"E02001359",1381,1,0,52,2,1,28,207,26,107,18,70,24,59,58,108,192,353,75,0.0724112961622013,0,3.76538740043447,0.144822592324403,0.0724112961622013,2.02751629254164,14.9891383055757,1.88269370021723,7.74800868935554,1.30340333091962,5.06879073135409,1.73787110789283,4.27226647356988,4.19985517740768,7.82041998551774,13.9029688631427,25.5611875452571,5.4308472121651
"E02001360",1466,0,0,64,0,2,19,305,31,127,10,49,16,48,98,102,145,346,104,0,0,4.3656207366985,0,0.136425648021828,1.29604365620737,20.8049113233288,2.11459754433834,8.66302864938609,0.682128240109141,3.34242837653479,1.09140518417462,3.27421555252387,6.68485675306958,6.95770804911323,9.89085948158254,23.6016371077763,7.09413369713506
