"GeographyCode","QS301EW0001","QS301EW0002","QS301EW0003","QS301EW0004","QS301EW0005"
"E00032987",198,181,9,5,3
"E00032988",348,304,31,8,5
"E00032989",333,307,22,1,3
"E00032990",330,313,13,3,1
"E00032991",320,294,20,5,1
"E00032992",240,221,7,7,5
"E00032993",282,263,9,7,3
"E00032994",111,106,3,1,1
"E00032995",268,236,12,3,17
"E00032996",417,368,24,11,14
"E00032997",211,188,14,3,6
"E00032998",337,298,16,9,14
"E00032999",359,327,27,2,3
"E00033000",177,160,8,1,8
"E00033002",227,198,19,4,6
"E00033004",252,227,20,3,2
"E00033005",402,366,17,5,14
"E00033006",271,241,14,5,11
"E00033007",317,280,12,7,18
"E00033008",345,299,12,14,20
"E00033012",149,136,11,1,1
"E00033013",202,190,7,2,3
"E00033015",209,196,12,0,1
"E00033016",597,561,26,7,3
"E00033018",270,263,7,0,0
"E00033019",350,324,18,5,3
"E00033020",231,218,12,0,1
"E00033021",262,242,7,6,7
"E00033023",433,394,33,2,4
"E00033024",178,159,10,4,5
"E00033025",265,242,21,2,0
"E00033026",219,186,21,5,7
"E00033027",393,364,18,5,6
"E00033029",240,204,24,3,9
"E00033030",321,287,20,5,9
"E00033031",309,267,29,4,9
"E00033032",347,332,13,1,1
"E00033033",288,272,15,0,1
"E00033034",313,292,14,4,3
"E00033035",359,330,18,2,9
"E00033036",191,175,11,2,3
"E00033037",314,271,28,8,7
"E00033038",166,150,13,1,2
"E00033040",270,245,16,3,6
"E00033041",262,228,21,5,8
"E00033042",239,207,24,2,6
"E00033043",252,221,20,5,6
"E00033044",239,214,11,5,9
"E00033045",215,178,20,7,10
"E00033046",180,157,16,1,6
"E00033047",328,277,31,5,15
"E00033048",252,214,24,3,11
"E00033049",372,338,23,7,4
"E00033050",227,199,17,4,7
"E00033051",308,280,25,1,2
"E00033052",379,344,24,4,7
"E00033053",278,256,18,0,4
"E00033054",158,141,5,7,5
"E00033055",244,226,17,1,0
"E00033056",278,244,22,3,9
"E00033057",292,264,19,5,4
"E00033059",307,276,17,5,9
"E00033060",204,164,19,11,10
"E00033061",235,206,21,1,7
"E00033062",264,224,24,7,9
"E00033063",259,228,23,2,6
"E00033064",235,208,22,1,4
"E00033065",293,264,20,4,5
"E00033066",242,218,19,2,3
"E00033067",279,257,16,3,3
"E00033068",327,310,15,1,1
"E00033069",248,226,17,1,4
"E00033070",279,259,13,2,5
"E00033071",275,254,18,1,2
"E00033072",304,283,14,5,2
"E00033073",257,247,9,1,0
"E00033074",299,275,11,9,4
"E00033075",254,237,11,1,5
"E00033076",397,360,18,4,15
"E00033077",292,260,15,8,9
"E00033078",329,294,23,5,7
"E00033079",230,213,13,1,3
"E00033080",197,168,11,8,10
"E00033081",220,200,14,1,5
"E00033082",312,271,27,4,10
"E00033083",336,297,28,7,4
"E00033084",325,285,18,5,17
"E00033085",321,273,34,5,9
"E00033086",249,204,28,7,10
"E00033087",397,350,35,7,5
"E00033088",239,197,15,6,21
"E00033089",302,259,19,7,17
"E00033090",376,322,25,14,15
"E00033091",306,260,31,5,10
"E00033092",307,264,30,1,12
"E00033093",372,315,30,8,19
"E00033094",328,275,28,3,22
"E00033095",443,390,36,6,11
"E00033096",262,219,28,6,9
"E00033097",263,216,25,3,19
"E00033098",277,235,22,7,13
"E00033099",163,145,11,2,5
"E00033100",297,243,22,9,23
"E00033101",212,182,16,6,8
"E00033102",429,381,30,8,10
"E00033103",298,247,17,14,20
"E00033104",275,234,15,12,14
"E00033105",293,242,27,6,18
"E00033106",286,250,11,8,17
"E00033107",353,316,25,4,8
"E00033108",317,269,23,6,19
"E00033109",322,260,34,8,20
"E00033110",340,301,17,6,16
"E00033112",308,268,25,7,8
"E00033113",246,203,37,5,1
"E00033114",308,276,20,2,10
"E00033115",132,106,16,3,7
"E00033116",190,157,21,2,10
"E00033117",385,333,36,7,9
"E00033118",331,276,32,7,16
"E00033119",262,225,30,4,3
"E00033120",313,276,25,2,10
"E00033121",220,183,14,5,18
"E00033122",275,232,25,4,14
"E00033123",258,219,24,8,7
"E00033124",307,273,19,8,7
"E00033125",187,155,12,13,7
"E00033126",254,202,29,7,16
"E00033127",524,468,30,7,19
"E00033128",268,230,21,9,8
"E00033129",256,212,25,6,13
"E00033130",360,313,27,5,15
"E00033131",275,246,9,9,11
"E00033132",459,411,29,9,10
"E00033133",366,306,23,13,24
"E00033134",190,170,8,6,6
"E00033135",445,409,13,5,18
"E00033136",225,200,13,1,11
"E00033137",289,271,4,5,9
"E00033138",171,152,5,6,8
"E00033139",248,222,10,11,5
"E00033140",202,174,18,2,8
"E00033141",208,184,14,5,5
"E00033142",273,240,21,4,8
"E00033143",261,245,11,2,3
"E00033144",204,192,4,1,7
"E00033145",294,254,18,13,9
"E00033146",304,257,29,10,8
"E00033147",308,278,19,2,9
"E00033148",258,224,24,5,5
"E00033149",226,198,6,10,12
"E00033150",316,293,12,3,8
"E00033151",262,241,6,2,13
"E00033152",305,281,12,4,8
"E00033153",427,388,18,8,13
"E00033154",156,141,5,5,5
"E00033155",266,232,17,7,10
"E00033156",238,210,13,2,13
"E00033157",326,292,22,6,6
"E00033158",302,283,13,5,1
"E00033159",197,186,6,2,3
"E00033160",354,317,12,8,17
"E00033161",295,265,13,7,10
