"GeographyCode","KS402EW0001","KS402EW0002","KS402EW0003","KS402EW0004","KS402EW0005","KS402EW0006","KS402EW0007","KS402EW0008","KS402EW0009","KS402EW0010","KS402EW0011","KS402EW0012","KS402EW0013","KS402EW0014","KS402EW0015","KS402EW0016","KS402EW0017"
"E02001347",3204,690,1185,10,252,668,297,58,44,21.5355805243446,36.9850187265918,0.31210986267166,7.86516853932584,20.8489388264669,9.26966292134832,1.81023720349563,1.37328339575531
"E02001348",3148,914,1242,3,21,161,725,44,38,29.0343074968234,39.4536213468869,0.0952986022871665,0.667090216010165,5.1143583227446,23.0304955527319,1.39771283354511,1.20711562897077
"E02001349",3422,955,1427,5,44,182,734,40,35,27.9076563413209,41.7007597895967,0.146113383985973,1.28579777907656,5.31852717708942,21.4494447691409,1.16890707188778,1.02279368790181
"E02001350",3417,491,1008,29,325,1019,446,29,70,14.3693298214808,29.4995610184372,0.848697688030436,9.51126719344454,29.8214808311384,13.0523851331577,0.848697688030436,2.04858062628036
"E02001351",3515,583,911,3,365,1146,431,33,43,16.5860597439545,25.9174964438122,0.085348506401138,10.3840682788051,32.6031294452347,12.2617354196302,0.938833570412518,1.22332859174964
"E02001352",3046,508,751,2,162,762,778,37,46,16.677609980302,24.6552856204859,0.0656598818122127,5.31845042678923,25.0164149704531,25.5416940249508,1.21470781352594,1.51017728168089
"E02001353",2959,672,1696,46,43,152,301,31,18,22.710375126732,57.3166610341332,1.55457924974654,1.4531936465022,5.13687056437986,10.1723555255154,1.04765123352484,0.608313619466036
"E02001354",3312,699,917,9,376,900,337,20,54,21.1050724637681,27.6871980676329,0.271739130434783,11.3526570048309,27.1739130434783,10.1751207729469,0.603864734299517,1.6304347826087
"E02001355",3108,711,872,16,85,641,699,45,39,22.8764478764479,28.0566280566281,0.514800514800515,2.73487773487773,20.6241956241956,22.4903474903475,1.44787644787645,1.25482625482625
"E02001356",2364,318,431,4,331,1007,230,20,23,13.4517766497462,18.2318104906937,0.169204737732657,14.0016920473773,42.5972927241963,9.72927241962775,0.846023688663283,0.972927241962775
"E02001357",2858,594,597,4,400,1009,191,18,45,20.7837648705388,20.888733379986,0.139958012596221,13.9958012596221,35.3044086773968,6.68299510146956,0.629811056682995,1.57452764170749
"E02001358",3450,685,861,7,59,613,1144,42,39,19.8550724637681,24.9565217391304,0.202898550724638,1.71014492753623,17.768115942029,33.1594202898551,1.21739130434783,1.1304347826087
"E02001359",2328,710,980,6,73,295,215,16,33,30.4982817869416,42.0962199312715,0.257731958762887,3.13573883161512,12.6718213058419,9.23539518900344,0.687285223367698,1.41752577319588
"E02001360",4130,631,645,26,466,1511,755,44,52,15.2784503631961,15.6174334140436,0.62953995157385,11.2832929782082,36.5859564164649,18.2808716707022,1.06537530266344,1.2590799031477
"E02001361",3388,784,960,15,161,884,486,45,53,23.1404958677686,28.3353010625738,0.442739079102715,4.75206611570248,26.0920897284534,14.344746162928,1.32821723730815,1.56434474616293
"E02001362",3161,986,1085,13,234,547,223,25,48,31.1926605504587,34.3245808288516,0.411262258778867,7.40272065801961,17.30465042708,7.05472951597596,0.79088895919013,1.51850680164505
"E02001363",3481,542,862,10,359,1145,482,32,49,15.5702384372307,24.7629991381787,0.287273771904625,10.313128411376,32.8928468830796,13.8465958058029,0.9192760700948,1.40764148233266
"E02001364",2532,399,373,12,80,986,621,20,41,15.7582938388626,14.7314375987362,0.4739336492891,3.15955766192733,38.9415481832543,24.5260663507109,0.789889415481832,1.61927330173776
"E02001365",4059,863,1007,10,40,465,1558,54,62,21.2613944321261,24.8090662724809,0.246366100024637,0.985464400098546,11.4560236511456,38.3838383838384,1.33037694013304,1.52746982015275
"E02001366",4081,921,1241,33,111,569,1091,72,43,22.5679980396962,30.4092134280814,0.808625336927224,2.71992158784612,13.9426611124724,26.7336437147758,1.76427346238667,1.05366331781426
"E02001367",3939,1483,1525,2,48,295,477,53,56,37.6491495303377,38.7154100025387,0.0507743082000508,1.21858339680122,7.48921045950749,12.1096725057121,1.34551916730135,1.42168062960142
"E02001368",2918,256,378,48,402,1408,338,29,59,8.7731322823852,12.9540781357094,1.64496230294722,13.776559287183,48.2522275531186,11.5832762165867,0.993831391363948,2.02193283070596
"E02001369",3877,468,535,27,363,1637,740,46,61,12.0711890637091,13.7993293783853,0.696414753675522,9.36290946608202,42.2233685839567,19.0869228785143,1.18648439515089,1.57338148052618
"E02001370",3153,306,303,15,250,1632,548,39,60,9.70504281636537,9.60989533777355,0.475737392959087,7.92895654931811,51.7602283539486,17.3802727561053,1.23691722169363,1.90294957183635
"E02001371",3076,494,1006,4,347,848,319,24,34,16.0598179453836,32.704811443433,0.130039011703511,11.2808842652796,27.5682704811443,10.370611183355,0.780234070221066,1.10533159947984
"E02001372",2728,648,902,22,159,635,302,30,30,23.7536656891496,33.0645161290323,0.806451612903226,5.82844574780059,23.2771260997067,11.0703812316716,1.09970674486804,1.09970674486804
"E02001373",4089,1012,1240,6,104,691,896,75,65,24.7493274639276,30.3252629004647,0.146735143066764,2.54340914649058,16.8989973098557,21.9124480313035,1.83418928833456,1.58963071655662
