"GeographyCode","QS418EW0001","QS418EW0002","QS418EW0003"
"E02001347",3326,3326,0
"E02001348",3253,3250,3
"E02001349",3500,3495,5
"E02001350",3523,3523,0
"E02001351",3608,3608,0
"E02001352",3144,3139,5
"E02001353",3007,3007,0
"E02001354",3368,3368,0
"E02001355",3292,3292,0
"E02001356",2415,2415,0
"E02001357",2919,2919,0
"E02001358",3662,3661,1
"E02001359",2384,2384,0
"E02001360",4393,4392,1
"E02001361",3481,3481,0
"E02001362",3226,3226,0
"E02001363",3629,3629,0
"E02001364",2694,2687,7
"E02001365",4309,4299,10
"E02001366",4221,4216,5
"E02001367",4058,4058,0
"E02001368",2997,2996,1
"E02001369",3953,3951,2
"E02001370",3254,3251,3
"E02001371",3160,3160,0
"E02001372",2811,2810,1
"E02001373",4288,4284,4
"E02001374",4262,4222,40
"E02001375",3303,3303,0
"E02001376",4057,4053,4
"E02001377",4154,4140,14
"E02001378",3662,3658,4
"E02001380",3169,3169,0
"E02001381",4566,4561,5
"E02001382",2823,2823,0
"E02001383",4213,4152,61
"E02001384",4132,4129,3
"E02001385",3930,3914,16
"E02001386",3618,3617,1
"E02001387",3282,3282,0
"E02001388",3862,3850,12
"E02001389",4153,4102,51
"E02001390",4243,4238,5
"E02001391",2506,2506,0
"E02001392",2647,2647,0
"E02001393",2917,2917,0
"E02001394",4388,4368,20
"E02001395",2691,2690,1
"E02001396",4123,4120,3
"E02001397",3987,3987,0
"E02001398",3735,3726,9
"E02001399",2947,2947,0
"E02001400",2938,2938,0
"E02001401",3497,3497,0
"E02001402",3909,3908,1
"E02001403",2934,2928,6
"E02001404",3209,3209,0
"E02001405",4267,4267,0
"E02006932",3443,3421,22
"E02006933",3662,3659,3
"E02006934",3045,3038,7
