"GeographyCode","QS612EW0001","QS612EW0002","QS612EW0003","QS612EW0004","QS612EW0005","QS612EW0006","QS612EW0007","QS612EW0008","QS612EW0009","QS612EW0010","QS612EW0011","QS612EW0012"
"E02001347",5565,3378,2187,70,203,120,99,79,81,281,676,578
"E02001348",5381,3473,1908,78,212,143,97,58,68,280,574,398
"E02001349",6024,4057,1967,81,223,194,112,91,65,240,551,410
"E02001350",5534,3082,2452,56,263,167,118,77,73,267,766,665
"E02001351",6593,3315,3278,88,408,242,179,103,108,344,885,921
"E02001352",5749,2995,2754,93,345,200,154,88,90,286,726,772
"E02001353",5626,3971,1655,67,237,103,71,50,54,214,436,423
"E02001354",5517,3093,2424,54,232,144,130,71,74,277,786,656
"E02001355",5038,2783,2255,59,245,133,114,79,60,249,705,611
"E02001356",3868,1896,1972,37,198,128,84,63,51,242,607,562
"E02001357",4940,2460,2480,50,255,143,107,60,75,269,829,692
"E02001358",5310,2875,2435,69,266,183,126,90,70,275,710,646
"E02001359",4403,2765,1638,39,187,132,69,69,60,176,483,423
"E02001360",6444,2987,3457,82,293,196,146,110,98,333,1116,1083
"E02001361",5666,3144,2522,72,237,157,99,66,85,308,836,662
"E02001362",5471,3206,2265,52,223,139,106,62,77,292,766,548
"E02001363",5578,2913,2665,82,263,176,128,78,73,257,801,807
"E02001364",3920,1769,2151,73,201,125,75,63,64,207,598,745
"E02001365",6559,3544,3015,88,431,232,166,111,100,332,734,821
"E02001366",6768,3844,2924,87,308,197,168,74,103,373,809,805
"E02001367",6888,4487,2401,72,292,175,103,95,104,333,727,500
"E02001368",4349,1889,2460,39,203,116,90,75,45,211,903,778
"E02001369",6096,2898,3198,82,327,210,146,92,90,275,1039,937
"E02001370",4553,1724,2829,76,234,144,111,70,74,269,916,935
"E02001371",5162,2936,2226,50,205,161,113,60,61,244,653,679
"E02001372",4514,2688,1826,61,183,125,73,56,67,188,562,511
"E02001373",6860,4003,2857,66,343,225,162,105,92,313,792,759
"E02001374",6580,3372,3208,121,394,239,179,115,98,329,683,1050
"E02001375",5152,2983,2169,49,256,121,128,72,73,260,702,508
"E02001376",6362,2997,3365,136,452,257,168,84,96,296,718,1158
"E02001377",10129,3305,6824,323,1595,497,273,127,82,218,681,3028
"E02001378",5940,3509,2431,74,297,166,137,81,61,306,686,623
"E02001380",5545,3718,1827,72,194,119,96,69,76,299,536,366
"E02001381",7252,3907,3345,152,636,277,212,119,75,291,599,984
"E02001382",5318,3635,1683,66,220,134,92,74,62,262,444,329
"E02001383",6363,2950,3413,208,697,266,175,81,73,232,492,1189
"E02001384",9395,4086,5309,507,1744,584,348,120,84,221,412,1289
"E02001385",5650,2156,3494,119,317,199,128,82,67,249,533,1800
"E02001386",5525,2764,2761,49,267,128,104,79,83,331,996,724
"E02001387",5965,4074,1891,74,287,162,111,62,78,276,429,412
"E02001388",7601,4217,3384,267,1147,343,174,83,54,174,368,774
"E02001389",5287,3079,2208,118,367,156,102,58,63,206,446,692
"E02001390",6416,2887,3529,107,328,195,157,88,100,325,1005,1224
"E02001391",4341,2269,2072,37,177,116,85,87,45,217,738,570
"E02001392",4162,2605,1557,51,174,103,84,66,60,258,517,244
"E02001393",5877,3663,2214,100,413,157,104,93,86,273,497,491
"E02001394",8431,4419,4012,300,1075,261,170,102,82,315,629,1078
"E02001395",4565,3161,1404,51,219,124,63,49,51,211,367,269
"E02001396",6422,3885,2537,101,356,167,120,85,65,266,698,679
"E02001397",5586,3431,2155,78,239,162,111,100,73,325,686,381
"E02001398",6188,3866,2322,124,466,182,118,90,62,263,546,471
"E02001399",5426,3540,1886,78,263,138,87,63,67,248,550,392
"E02001400",4942,2929,2013,57,191,126,71,70,72,232,655,539
"E02001401",5694,3609,2085,60,240,170,103,64,76,310,665,397
"E02001402",6356,4277,2079,85,255,177,110,83,89,273,586,421
"E02001403",4546,2704,1842,52,193,111,78,61,48,236,574,489
"E02001404",5265,2905,2360,53,257,128,111,82,75,295,700,659
"E02001405",6696,3284,3412,83,337,244,165,123,100,348,978,1034
"E02006932",9719,3788,5931,464,1974,472,224,86,53,84,136,2438
"E02006933",4829,3169,1660,85,311,122,104,48,35,96,309,550
"E02006934",4975,3312,1663,119,560,153,69,37,25,52,88,560
