"GeographyCode","KS609EW0001","KS609EW0002","KS609EW0003","KS609EW0004","KS609EW0005","KS609EW0006","KS609EW0007","KS609EW0008","KS609EW0009","KS609EW0010","KS609EW0011","KS609EW0012","KS609EW0013","KS609EW0014","KS609EW0015","KS609EW0016","KS609EW0017","KS609EW0018","KS609EW0019"
"E02001347",1660,177,185,163,97,313,84,95,318,228,10.6626506024096,11.144578313253,9.81927710843374,5.8433734939759,18.855421686747,5.06024096385542,5.72289156626506,19.1566265060241,13.7349397590361
"E02001348",1747,172,153,229,150,350,81,136,277,199,9.84544934172868,8.75787063537493,13.1081854607899,8.58614768174013,20.034344590727,4.63651974813967,7.78477389811105,15.8557527189468,11.3909559244419
"E02001349",2061,180,219,271,208,381,108,148,321,225,8.73362445414847,10.6259097525473,13.1489568170791,10.0921882581271,18.4861717612809,5.24017467248908,7.1809801067443,15.5749636098981,10.9170305676856
"E02001350",1513,120,167,128,96,282,88,94,315,223,7.93126239259749,11.0376734963648,8.46001321877065,6.34500991407799,18.6384666226041,5.81625908790483,6.2128222075347,20.8195637805684,14.738929279577
"E02001351",1693,80,126,151,111,353,105,101,352,314,4.72533963378618,7.44240992321323,8.91907855877141,6.55640874187832,20.8505611340815,6.20200826934436,5.96574128765505,20.7914943886592,18.5469580626107
"E02001352",1699,89,138,169,129,376,71,93,264,370,5.23837551500883,8.12242495585639,9.94702766333137,7.5927015891701,22.130665097116,4.17892878163626,5.47380812242496,15.5385520894644,21.7775161859918
"E02001353",1945,224,268,270,123,389,57,123,312,179,11.5167095115681,13.7789203084833,13.8817480719794,6.32390745501285,20,2.9305912596401,6.32390745501285,16.0411311053985,9.20308483290489
"E02001354",1512,95,111,168,94,342,76,101,295,230,6.28306878306878,7.34126984126984,11.1111111111111,6.21693121693122,22.6190476190476,5.02645502645503,6.67989417989418,19.510582010582,15.2116402116402
"E02001355",1403,94,102,134,122,275,76,105,284,211,6.69992872416251,7.27013542409123,9.55096222380613,8.69565217391304,19.6008553100499,5.41696364932288,7.48396293656451,20.2423378474697,15.0392017106201
"E02001356",885,55,55,77,57,162,57,85,165,172,6.21468926553672,6.21468926553672,8.70056497175141,6.44067796610169,18.3050847457627,6.44067796610169,9.6045197740113,18.6440677966102,19.4350282485876
"E02001357",1159,55,80,77,73,229,82,94,241,228,4.74547023295945,6.90250215703192,6.64365832614323,6.29853321829163,19.7584124245039,7.07506471095772,8.11044003451251,20.7937877480587,19.672131147541
"E02001358",1410,96,82,129,140,254,77,87,281,264,6.80851063829787,5.81560283687943,9.14893617021277,9.9290780141844,18.0141843971631,5.46099290780142,6.17021276595745,19.9290780141844,18.7234042553191
"E02001359",1384,146,168,180,91,312,53,90,218,126,10.5491329479769,12.1387283236994,13.0057803468208,6.57514450867052,22.5433526011561,3.82947976878613,6.5028901734104,15.7514450867052,9.10404624277457
"E02001360",1521,101,104,108,125,272,73,111,286,341,6.64036817882972,6.83760683760684,7.10059171597633,8.21827744904668,17.8829717291256,4.79947403024326,7.29783037475345,18.8034188034188,22.4194608809993
"E02001361",1537,123,111,121,140,332,89,90,300,231,8.00260247234873,7.22186076772934,7.87247885491217,9.10865322055953,21.6005204944697,5.79050097592713,5.85556278464541,19.5185426154847,15.0292778139232
"E02001362",1596,152,165,158,128,342,76,117,266,192,9.52380952380952,10.3383458646617,9.89974937343358,8.02005012531328,21.4285714285714,4.76190476190476,7.33082706766917,16.6666666666667,12.0300751879699
"E02001363",1362,104,127,134,85,257,76,92,248,239,7.63582966226138,9.32452276064611,9.83847283406755,6.24082232011747,18.8693098384728,5.58002936857562,6.75477239353891,18.208516886931,17.5477239353891
"E02001364",899,59,44,89,62,152,52,76,156,209,6.56284760845384,4.89432703003337,9.89988876529477,6.89655172413793,16.9076751946607,5.78420467185762,8.45383759733037,17.3526140155729,23.2480533926585
"E02001365",1779,85,132,187,142,304,126,150,304,349,4.77796514896009,7.41989881956155,10.5115233277122,7.98201236649803,17.088251826869,7.08263069139966,8.43170320404722,17.088251826869,19.6177627880832
"E02001366",1981,119,214,242,163,393,109,124,319,298,6.00706713780919,10.8026249369006,12.216052498738,8.22816759212519,19.8384654215043,5.5022715800101,6.25946491670873,16.102978293791,15.0429076224129
"E02001367",2255,301,389,302,155,432,95,143,266,172,13.3481152993348,17.2505543237251,13.3924611973392,6.87361419068736,19.1574279379157,4.21286031042129,6.34146341463415,11.7960088691796,7.62749445676275
"E02001368",915,47,92,87,69,154,65,59,167,175,5.13661202185792,10.0546448087432,9.50819672131147,7.54098360655738,16.8306010928962,7.10382513661202,6.44808743169399,18.2513661202186,19.1256830601093
"E02001369",1518,136,234,155,123,195,78,116,216,265,8.95915678524374,15.4150197628458,10.2108036890646,8.10276679841897,12.8458498023715,5.13833992094862,7.64163372859025,14.2292490118577,17.4571805006588
"E02001370",837,56,41,74,55,160,67,69,129,186,6.69056152927121,4.8984468339307,8.84109916367981,6.57108721624851,19.115890083632,8.00477897252091,8.24372759856631,15.4121863799283,22.2222222222222
"E02001371",1378,101,137,133,79,275,81,79,278,215,7.32946298984035,9.94194484760522,9.65166908563135,5.73294629898403,19.9564586357039,5.87808417997097,5.73294629898403,20.1741654571843,15.6023222060958
"E02001372",1348,119,175,165,82,257,74,91,219,166,8.82789317507418,12.9821958456973,12.2403560830861,6.08308605341246,19.0652818991098,5.48961424332344,6.75074183976261,16.2462908011869,12.3145400593472
"E02001373",1992,157,213,231,159,369,107,143,293,320,7.88152610441767,10.6927710843373,11.5963855421687,7.98192771084337,18.5240963855422,5.3714859437751,7.17871485943775,14.7088353413655,16.0642570281125
"E02001374",1884,125,229,209,149,298,131,149,254,340,6.6348195329087,12.1549893842887,11.0934182590234,7.90870488322718,15.8174097664544,6.95329087048832,7.90870488322718,13.4819532908705,18.0467091295117
"E02001375",1442,110,154,164,132,243,87,103,232,217,7.62829403606103,10.6796116504854,11.373092926491,9.15395284327323,16.8515950069348,6.03328710124827,7.14285714285714,16.0887656033287,15.0485436893204
"E02001376",1575,99,130,108,112,250,141,129,197,409,6.28571428571429,8.25396825396825,6.85714285714286,7.11111111111111,15.8730158730159,8.95238095238095,8.19047619047619,12.5079365079365,25.968253968254
"E02001377",1670,87,295,145,83,197,100,248,143,372,5.20958083832335,17.6646706586826,8.68263473053892,4.97005988023952,11.7964071856287,5.98802395209581,14.8502994011976,8.56287425149701,22.2754491017964
"E02001378",1792,163,265,228,129,293,98,125,250,241,9.09598214285714,14.7879464285714,12.7232142857143,7.19866071428571,16.3504464285714,5.46875,6.97544642857143,13.9508928571429,13.4486607142857
"E02001380",1846,209,352,269,134,331,63,111,223,154,11.3217768147346,19.068255687974,14.5720476706392,7.25893824485374,17.9306608884074,3.41278439869989,6.01300108342362,12.080173347779,8.34236186348862
"E02001381",2042,148,270,253,148,314,120,185,234,370,7.24779627815867,13.2223310479922,12.3898139079334,7.24779627815867,15.3770812928501,5.87659157688541,9.05974534769834,11.4593535749265,18.1194906953967
"E02001382",1844,222,406,266,136,302,57,125,203,127,12.0390455531453,22.0173535791757,14.4251626898048,7.37527114967462,16.3774403470716,3.09110629067245,6.77874186550976,11.0086767895879,6.88720173535792
