"GeographyCode","QS416EW0001","QS416EW0002","QS416EW0003","QS416EW0004","QS416EW0005","QS416EW0006","QS416EW0007"
"E01006512",799,532,228,32,6,1,314
"E01006513",909,621,238,41,5,4,353
"E01006514",1115,731,322,52,4,6,466
"E01006515",641,454,159,25,3,0,218
"E01006518",835,529,270,34,1,1,345
"E01006519",514,72,242,170,23,7,685
"E01006520",1182,570,479,124,6,3,760
"E01006521",928,365,368,166,27,2,789
"E01006522",1094,480,476,121,11,6,786
"E01006523",830,348,355,106,18,3,634
"E01006524",583,134,279,151,16,3,643
"E01006525",486,56,218,174,29,9,691
"E01006526",654,183,324,124,16,7,712
"E01006527",638,194,296,121,23,4,623
"E01006528",613,209,258,115,22,9,590
"E01006529",559,133,288,122,13,3,583
"E01006530",616,124,305,153,28,6,719
"E01006531",674,162,317,157,35,3,748
"E01006532",617,52,238,238,69,20,1006
"E01006533",614,172,243,150,35,14,708
"E01006534",649,210,272,127,36,4,651
"E01006535",656,191,303,131,27,4,667
"E01006536",815,304,395,103,10,3,643
"E01006537",964,283,449,181,42,9,974
"E01006538",527,109,259,129,25,5,612
"E01006539",601,52,263,224,53,9,912
"E01006540",771,547,189,28,7,0,266
"E01006541",803,420,295,78,7,3,487
"E01006542",583,318,205,54,6,0,331
"E01006543",509,142,245,105,14,3,509
"E01006544",738,444,240,47,6,1,356
"E01006545",646,305,277,59,5,0,410
"E01006546",583,345,191,40,7,0,292
"E01006547",718,456,219,37,4,2,313
"E01006548",759,482,227,42,7,1,336
"E01006549",949,548,321,64,10,6,506
"E01006550",483,179,193,81,20,10,458
"E01006551",751,405,296,45,3,2,409
"E01006552",869,527,280,52,9,1,416
"E01006553",642,198,278,118,35,13,673
"E01006554",649,297,218,105,21,8,525
"E01006556",1016,748,220,37,10,1,328
"E01006557",635,290,235,77,27,6,495
"E01006558",739,553,165,18,2,1,211
"E01006560",996,727,238,24,5,2,311
"E01006562",714,478,208,22,6,0,270
"E01006563",908,656,225,21,6,0,285
"E01006564",800,372,329,88,9,2,545
"E01006565",638,274,275,74,13,2,470
"E01006566",577,171,285,97,16,8,560
"E01006567",892,516,267,87,19,3,511
"E01006568",629,173,286,148,20,2,651
"E01006569",613,304,222,73,9,5,415
"E01006570",595,142,268,145,31,9,689
"E01006571",612,297,236,66,11,2,409
"E01006572",501,263,188,40,8,2,300
"E01006573",778,464,265,45,4,0,367
"E01006574",612,284,236,78,13,1,437
"E01006575",578,190,262,107,17,2,535
"E01006576",713,155,342,180,31,5,817
"E01006577",597,102,280,187,23,5,746
"E01006578",554,99,273,154,25,3,670
"E01006579",618,100,273,211,27,7,805
"E01006580",515,51,229,196,32,7,745
"E01006581",607,105,250,208,37,7,805
"E01006582",585,68,245,224,41,7,845
"E01006583",467,35,158,222,40,12,779
"E01006584",611,160,298,118,29,6,651
"E01006585",641,352,228,52,9,0,359
"E01006586",921,408,373,113,21,6,686
"E01006587",717,212,327,154,20,4,712
"E01006588",702,239,333,115,13,2,610
"E01006589",599,109,289,169,23,9,739
"E01006590",701,245,299,134,19,4,641
"E01006591",671,165,324,152,25,5,725
"E01006592",624,97,246,221,45,15,884
"E01006593",662,211,318,111,17,5,612
"E01006594",579,77,224,217,42,19,862
"E01006595",812,250,380,161,17,4,770
"E01006596",597,153,263,141,30,10,676
"E01006597",683,128,273,237,34,11,893
"E01006598",604,374,194,30,4,2,276
"E01006599",482,306,144,30,0,2,212
"E01006600",592,264,245,68,13,2,430
"E01006603",594,275,246,62,11,0,403
"E01006604",571,232,254,70,13,2,441
"E01006605",696,350,271,62,12,1,435
"E01006606",723,319,306,81,15,2,521
"E01006607",641,338,225,65,12,1,395
"E01006608",563,246,238,71,8,0,404
"E01006609",576,278,227,64,4,3,379
"E01006610",669,415,204,48,2,0,306
"E01006611",742,539,187,14,2,0,221
"E01006612",740,427,250,56,7,0,383
"E01006613",611,292,238,68,11,2,415
"E01006614",667,417,215,29,5,1,292
"E01006615",663,401,218,38,6,0,312
"E01006616",613,259,273,66,11,4,454
"E01006617",650,195,296,129,21,9,653
"E01006618",692,309,264,108,10,1,514
"E01006619",734,244,336,135,13,6,675
"E01006620",625,197,254,150,19,5,633
"E01006621",584,95,233,186,51,19,839
"E01006622",586,84,275,191,30,6,771
"E01006623",527,51,213,196,51,16,828
"E01006624",702,269,290,116,21,6,609
"E01006625",609,176,278,131,21,3,615
"E01006626",593,155,269,130,36,3,650
"E01006627",600,183,266,126,19,6,600
"E01006628",651,217,259,136,30,9,657
"E01006629",573,207,241,107,14,4,514
"E01006630",555,389,137,27,2,0,197
"E01006632",884,564,283,33,4,0,361
"E01006633",699,488,177,29,5,0,250
"E01006637",670,366,242,58,3,1,371
"E01006638",518,279,194,40,5,0,289
"E01006639",640,189,317,114,15,5,616
"E01006640",760,167,352,197,36,8,888
"E01006641",633,105,337,174,13,4,745
"E01006642",590,366,182,33,9,0,275
"E01006643",740,377,281,73,8,1,455
"E01006644",963,472,370,103,14,4,647
"E01006645",690,435,202,42,8,3,322
"E01006646",1006,595,350,52,7,2,494
"E01006647",636,460,152,23,1,0,201
