"GeographyCode","QS410EW0001","QS410EW0002","QS410EW0003","QS410EW0004","QS410EW0005"
"E02001347",7628,3937,3509,159,23
"E02001348",7222,4007,3063,135,17
"E02001349",7943,4503,3349,80,11
"E02001350",7714,4058,3448,181,27
"E02001351",8141,4134,3696,256,55
"E02001352",6620,3509,2957,115,39
"E02001353",7526,4171,3262,88,5
"E02001354",7611,3603,3760,226,22
"E02001355",6660,3807,2716,128,9
"E02001356",5584,2443,2834,274,33
"E02001357",6955,3256,3364,303,32
"E02001358",7041,3805,3040,168,28
"E02001359",5740,3412,2175,139,14
"E02001360",8289,4516,3526,214,33
"E02001361",7618,3914,3490,179,35
"E02001362",7401,4004,3244,111,42
"E02001363",7788,3873,3657,238,20
"E02001364",5203,2901,2128,156,18
"E02001365",8950,4692,3960,245,53
"E02001366",8912,5072,3583,196,61
"E02001367",9296,5710,3452,126,8
"E02001368",5771,3059,2480,181,51
"E02001369",7637,3815,3475,291,56
"E02001370",6155,3179,2733,211,32
"E02001371",7347,3249,3843,230,25
"E02001372",6014,3375,2537,72,30
"E02001373",9210,4915,3969,241,85
"E02001374",8051,4435,3267,229,120
"E02001375",7100,3792,3136,150,22
"E02001376",8445,3966,3941,360,178
"E02001377",8525,3770,4250,330,175
"E02001378",7733,4230,3256,217,30
"E02001380",7519,4468,2969,77,5
"E02001381",9280,4694,4071,392,123
"E02001382",7093,4115,2893,67,18
"E02001383",7125,3952,2801,257,115
"E02001384",10739,4054,6310,306,69
"E02001385",8106,3457,3451,792,406
"E02001386",7518,4107,3181,203,27
"E02001387",7955,5086,2821,41,7
"E02001388",8802,4965,3728,78,31
"E02001389",5919,3825,1873,142,79
"E02001390",8689,4137,3978,461,113
"E02001391",5887,2703,2942,212,30
"E02001392",5699,4012,1655,27,5
"E02001393",7203,5117,2003,83,0
"E02001394",8158,4996,2992,105,65
"E02001395",6056,3842,2140,51,23
"E02001396",7973,4553,3220,163,37
"E02001397",7606,5002,2494,84,26
"E02001398",7286,4567,2573,103,43
"E02001399",7188,4332,2806,48,2
"E02001400",6525,3848,2535,124,18
"E02001401",7813,4766,2950,90,7
"E02001402",8241,5784,2422,31,4
"E02001403",6010,3257,2620,109,24
"E02001404",7229,3405,3576,196,52
"E02001405",9574,4724,4543,271,36
"E02006932",5312,2537,2577,71,127
"E02006933",5383,2892,2269,149,73
"E02006934",4367,2283,1939,78,67
