"GeographyCode","KS101EW0001","KS101EW0002","KS101EW0003","KS101EW0004","KS101EW0005","KS101EW0006","KS101EW0007","KS101EW0008","KS101EW0009","KS101EW0010","KS101EW0011","KS101EW0012"
"E02001347",7653,3655,3998,7628,25,28,226.67,33.7627387832532,47.7590487390566,52.2409512609434,99.6733307199791,0.326669280020907
"E02001348",7222,3526,3696,7222,0,27,105.76,68.2866868381241,48.8230407089449,51.1769592910551,100,0
"E02001349",7966,3982,3984,7943,23,42,124,64.241935483871,49.9874466482551,50.0125533517449,99.7112729098669,0.288727090133066
"E02001350",7856,3661,4195,7714,142,22,289.22,27.1627135052901,46.6013238289206,53.3986761710794,98.1924643584521,1.80753564154786
"E02001351",8894,4580,4314,8141,753,38,304.32,29.2258149316509,51.4953901506634,48.5046098493366,91.5336181695525,8.46638183044749
"E02001352",7416,4206,3210,6620,796,10,106.15,69.8634008478568,56.7152103559871,43.2847896440129,89.2664509169364,10.7335490830636
"E02001353",7572,3645,3927,7526,46,60,236.14,32.065723723215,48.1378763866878,51.8621236133122,99.392498679345,0.607501320655045
"E02001354",7613,3642,3971,7611,2,18,166.69,45.6716059751635,47.8392223827663,52.1607776172337,99.9737291475108,0.0262708524891633
"E02001355",6664,3239,3425,6660,4,22,134.41,49.5796443716985,48.6044417767107,51.3955582232893,99.9399759903962,0.0600240096038415
"E02001356",5584,2549,3035,5584,0,29,127.42,43.8235755768325,45.6482808022923,54.3517191977077,100,0
"E02001357",6982,3157,3825,6955,27,24,110.12,63.4035597529967,45.2162704096247,54.7837295903753,99.6132913205385,0.386708679461472
"E02001358",7069,3423,3646,7041,28,26,59.71,118.388879584659,48.4226906210214,51.5773093789786,99.6039043711982,0.396095628801811
"E02001359",5751,2768,2983,5740,11,55,290.16,19.8200992555831,48.1307598678491,51.8692401321509,99.8087289167101,0.191271083289863
"E02001360",8358,4222,4136,8289,69,39,240.25,34.7887617065557,50.514477147643,49.485522852357,99.1744436468055,0.825556353194544
"E02001361",7618,3611,4007,7618,0,31,151.43,50.307072574787,47.4008926227356,52.5991073772644,100,0
"E02001362",7401,3498,3903,7401,0,36,135.49,54.6239574876375,47.2638832590191,52.736116740981,100,0
"E02001363",7788,3578,4210,7788,0,25,155.8,49.987163029525,45.9424756034926,54.0575243965075,100,0
"E02001364",5311,2561,2750,5203,108,17,103.18,51.4731537119597,48.2206740726793,51.7793259273206,97.9664846544907,2.03351534550932
"E02001365",9049,4480,4569,8950,99,32,87.67,103.216607733546,49.5082329539176,50.4917670460824,98.9059564592773,1.09404354072273
"E02001366",8985,4535,4450,8912,73,34,152.33,58.9837852031773,50.4730105731775,49.5269894268225,99.1875347801892,0.812465219810796
"E02001367",9304,4444,4860,9296,8,96,247.09,37.6542960055041,47.7644024075666,52.2355975924334,99.9140154772141,0.0859845227858985
"E02001368",5847,2836,3011,5771,76,12,342.4,17.0765186915888,48.5035060714897,51.4964939285103,98.7001881306653,1.2998118693347
"E02001369",7655,3943,3712,7637,18,22,204.65,37.4053261666259,51.5088177661659,48.4911822338341,99.7648595689092,0.23514043109079
"E02001370",6186,3068,3118,6155,31,14,111.08,55.6895930860641,49.5958616230197,50.4041383769803,99.4988684125445,0.501131587455545
"E02001371",7447,3408,4039,7347,100,23,92.93,80.1355859248897,45.763394655566,54.236605344434,98.6571773868672,1.34282261313281
"E02001372",6221,3018,3203,6014,207,41,176.28,35.2904470161107,48.5131007876547,51.4868992123453,96.6725606815624,3.32743931843755
"E02001373",9253,4528,4725,9210,43,60,163.44,56.6140479686735,48.9354803847401,51.0645196152599,99.5352858532368,0.464714146763212
"E02001374",8199,4499,3700,8051,148,54,232.45,35.2721015272102,54.8725454323698,45.1274545676302,98.1949018172948,1.80509818270521
"E02001375",7195,3352,3843,7100,95,42,92.59,77.7081758289232,46.5879082696317,53.4120917303683,98.679638637943,1.32036136205698
"E02001376",8469,4285,4184,8445,24,37,87.42,96.8771448181194,50.5962923603731,49.4037076396269,99.7166135317039,0.283386468296139
"E02001377",11467,5792,5675,8525,2942,141,174.46,65.7285337613206,50.5101595883841,49.4898404116159,74.3437690764803,25.6562309235197
"E02001378",7972,3920,4052,7733,239,39,135.01,59.0474779645952,49.1721023582539,50.8278976417461,97.002007024586,2.99799297541395
"E02001380",7526,3622,3904,7519,7,64,153.06,49.1702600287469,48.1264948179644,51.8735051820356,99.906989104438,0.0930108955620516
"E02001381",9286,4697,4589,9280,6,42,129.67,71.6125549471736,50.5815205685979,49.4184794314021,99.9353866034891,0.0646133965108766
"E02001382",7098,3438,3660,7093,5,78,130.99,54.1873425452325,48.43617920541,51.56382079459,99.9295576218653,0.0704423781346858
"E02001383",7501,4118,3383,7125,376,63,109.92,68.240538573508,54.8993467537662,45.1006532462338,94.9873350219971,5.01266497800293
"E02001384",10762,5418,5344,10739,23,101,98.13,109.670844797717,50.3438022672366,49.6561977327634,99.7862850771232,0.213714922876789
"E02001385",8157,4245,3912,8106,51,51,94.39,86.4180527598263,52.0411916145642,47.9588083854358,99.3747701360794,0.625229863920559
"E02001386",7545,3571,3974,7518,27,28,184,41.0054347826087,47.3293571901922,52.6706428098078,99.6421471172962,0.357852882703777
"E02001387",8025,3826,4199,7955,70,159,162.51,49.3815765183681,47.6760124610592,52.3239875389408,99.1277258566978,0.872274143302181
"E02001388",8860,4471,4389,8802,58,77,124.41,71.2161401816574,50.4627539503386,49.5372460496614,99.3453724604966,0.654627539503386
"E02001389",6232,3440,2792,5919,313,17,110.51,56.3930865984979,55.198973042362,44.801026957638,94.9775353016688,5.02246469833119
"E02001390",8756,4363,4393,8689,67,33,124.99,70.0536042883431,49.8286888990407,50.1713111009593,99.2348104157149,0.765189584285062
"E02001391",5970,2741,3229,5887,83,22,263.3,22.6737561716673,45.9128978224456,54.0871021775544,98.6097152428811,1.39028475711893
"E02001392",5717,2778,2939,5699,18,67,174.2,32.8185993111366,48.5919188385517,51.4080811614483,99.6851495539619,0.314850446038132
"E02001393",7753,3692,4061,7203,550,200,345.74,22.4243651298664,47.620276022185,52.379723977815,92.9059718818522,7.09402811814781
"E02001394",10143,5098,5045,8158,1985,108,224.8,45.1201067615658,50.2612639258602,49.7387360741398,80.4298531006606,19.5701468993394
"E02001395",6056,2905,3151,6056,0,87,128.44,47.1504204297727,47.9689564068692,52.0310435931308,100,0
"E02001396",8035,4006,4029,7973,62,26,149.16,53.8683293108072,49.8568761667704,50.1431238332296,99.2283758556316,0.771624144368388
"E02001397",7631,3708,3923,7606,25,71,137.92,55.3291763341067,48.5912724413576,51.4087275586424,99.6723889398506,0.327611060149391
"E02001398",7758,3808,3950,7286,472,71,228.62,33.934039016709,49.0848156741428,50.9151843258572,93.9159577210621,6.08404227893787
"E02001399",7276,3524,3752,7188,88,94,144.55,50.3355240401245,48.433205057724,51.566794942276,98.7905442550852,1.20945574491479
"E02001400",6614,3182,3432,6525,89,58,315.43,20.9682021367657,48.1100695494406,51.8899304505594,98.6543695192017,1.34563048079831
"E02001401",7872,3772,4100,7813,59,77,308.8,25.4922279792746,47.9166666666667,52.0833333333333,99.2505081300813,0.749491869918699
"E02001402",8384,4140,4244,8241,143,135,253.42,33.0834188304001,49.3797709923664,50.6202290076336,98.2943702290076,1.70562977099237
"E02001403",6035,3050,2985,6010,25,32,176.86,34.1230351690603,50.5385252692626,49.4614747307374,99.5857497928749,0.414250207125104
"E02001404",7260,3452,3808,7229,31,14,889.62,8.16078775207392,47.5482093663912,52.4517906336088,99.5730027548209,0.426997245179063
"E02001405",9609,4446,5163,9574,35,31,213.4,45.0281162136832,46.2691226974711,53.7308773025289,99.6357581434072,0.364241856592778
"E02006932",9949,5172,4777,5312,4637,195,147.73,67.3458336153794,51.9851241330787,48.0148758669213,53.3923007337421,46.6076992662579
"E02006933",5436,3072,2364,5383,53,33,162.67,33.4173480051638,56.5121412803532,43.4878587196468,99.0250183958793,0.974981604120677
"E02006934",5202,3117,2085,4367,835,53,130.39,39.8956975228162,59.919261822376,40.080738177624,83.9484813533256,16.0515186466744
