"GeographyCode","KS606EW0001","KS606EW0002","KS606EW0003","KS606EW0004","KS606EW0005","KS606EW0006","KS606EW0007","KS606EW0008","KS606EW0009","KS606EW0010","KS606EW0011","KS606EW0012","KS606EW0013","KS606EW0014","KS606EW0015","KS606EW0016","KS606EW0017","KS606EW0018","KS606EW0019","KS606EW0020","KS606EW0021","KS606EW0022","KS606EW0023","KS606EW0024","KS606EW0025","KS606EW0026","KS606EW0027","KS606EW0028","KS606EW0029","KS606EW0030","KS606EW0031","KS606EW0032","KS606EW0033","KS606EW0034","KS606EW0035","KS606EW0036","KS606EW0037"
"E02001347",1660,3,3,193,8,28,260,231,192,83,43,51,15,50,91,111,58,182,58,0.180722891566265,0.180722891566265,11.6265060240964,0.481927710843374,1.68674698795181,15.6626506024096,13.9156626506024,11.566265060241,5,2.59036144578313,3.07228915662651,0.903614457831325,3.01204819277108,5.48192771084337,6.68674698795181,3.49397590361446,10.9638554216867,3.49397590361446
"E02001348",1747,2,2,207,9,17,267,283,143,67,38,72,19,55,106,165,91,120,84,0.114481969089868,0.114481969089868,11.8488838008014,0.515168860904407,0.973096737263881,15.2833428734974,16.1991986262164,8.18546078992559,3.83514596451059,2.1751574127075,4.12135088723526,1.08757870635375,3.14825414997138,6.06754436176302,9.44476244991414,5.20892959358901,6.8689181453921,4.80824270177447
"E02001349",2061,4,5,228,11,24,292,307,217,77,62,90,21,76,109,201,99,160,78,0.194080543425522,0.242600679281902,11.0625909752547,0.533721494420184,1.16448326055313,14.1678796700631,14.8956817079088,10.5288694808345,3.73605046094129,3.00824842309558,4.36681222707424,1.01892285298399,3.68753032508491,5.28869480834546,9.75254730713246,4.80349344978166,7.76322173702086,3.78457059679767
"E02001350",1513,1,2,189,12,13,247,243,191,53,42,49,21,43,88,90,62,128,39,0.0660938532716457,0.132187706543291,12.491738268341,0.793126239259749,0.859220092531395,16.3251817580965,16.0608063450099,12.6239259748843,3.50297422339722,2.77594183740912,3.23859881031064,1.38797091870456,2.84203569068077,5.81625908790483,5.94844679444812,4.09781890284204,8.46001321877065,2.57766027759418
"E02001351",1693,3,2,202,11,14,246,244,197,85,38,42,23,27,122,147,65,156,69,0.177200236266982,0.118133490844654,11.9314825753101,0.6497341996456,0.826934435912581,14.5304193738925,14.4122858830478,11.6361488481985,5.02067336089781,2.24453632604844,2.48080330773774,1.35853514471353,1.59480212640284,7.20614294152392,8.6828115770821,3.83933845245127,9.21441228588305,4.07560543414058
"E02001352",1699,0,0,187,9,20,223,215,159,94,31,47,13,44,146,243,72,127,69,0,0,11.0064743967039,0.529723366686286,1.17716303708064,13.1253678634491,12.6545026486168,9.35844614479105,5.53266627427899,1.82460270747499,2.76633313713949,0.765155974102413,2.5897586815774,8.59329017068864,14.3025309005297,4.23778693349029,7.47498528546204,4.06121247792819
"E02001353",1945,1,5,221,14,22,319,238,231,79,71,77,22,74,94,164,89,159,65,0.051413881748072,0.25706940874036,11.3624678663239,0.719794344473008,1.13110539845758,16.401028277635,12.2365038560411,11.8766066838046,4.06169665809769,3.65038560411311,3.95886889460154,1.13110539845758,3.80462724935733,4.83290488431877,8.4318766066838,4.57583547557841,8.17480719794344,3.34190231362468
"E02001354",1512,3,0,186,6,22,260,222,172,79,42,29,13,47,91,80,69,136,55,0.198412698412698,0,12.3015873015873,0.396825396825397,1.45502645502645,17.1957671957672,14.6825396825397,11.3756613756614,5.22486772486772,2.77777777777778,1.91798941798942,0.85978835978836,3.10846560846561,6.01851851851852,5.29100529100529,4.56349206349206,8.99470899470899,3.63756613756614
"E02001355",1403,0,1,132,6,22,223,223,188,75,47,43,15,41,67,102,52,103,63,0,0.0712758374910905,9.40841054882395,0.427655024946543,1.56806842480399,15.8945117605132,15.8945117605132,13.399857448325,5.34568781183179,3.34996436208125,3.06486101211689,1.06913756236636,2.92230933713471,4.77548111190306,7.27013542409123,3.70634354953671,7.34141126158232,4.4903777619387
"E02001356",885,1,0,91,2,14,124,145,104,46,24,17,14,21,75,54,36,85,32,0.112994350282486,0,10.2824858757062,0.225988700564972,1.5819209039548,14.0112994350282,16.3841807909604,11.7514124293785,5.19774011299435,2.71186440677966,1.92090395480226,1.5819209039548,2.3728813559322,8.47457627118644,6.10169491525424,4.06779661016949,9.6045197740113,3.61581920903955
